@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,13,18,21-22'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute StoryNames numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.2,0.55,8,3,0,15,15,4,121,1111,55,0,12517,1983,y
0.15,0.51,0,0,0,63,18,1,7.535,1284,93,0,14141,1979,n
0.13,0.52,1,3,0,9,7,10,177.778,1277,38,0.003347,8415,1994,y
0.14,0.46,0,3,0,4,12,21,120.125,1050,35,0,11385,1986,n
0.19,0.49,5,14,0,38,14,6,8.582,1254,46,0,8851,1993,y
0.18,0.51,0,1,0,3,5,0,15.868,989,169,0,1247,2014,n
0.08,0.53,0,2,0,8,9,8,42.05,1564,139,0,7463,1997,y
0.17,0.51,1,3,0,7,10,9,60.167,1245,69,0,12624,1983,n
0.23,0.54,0,2,1,14,10,28,37.532,1401,132,0,10326,1989,n
0.2,0.48,0,1,0,7,12,11,35.766,1430,71,0,14456,1978,n
0.13,0.45,0,0,0,8,7,5,28.8,1249,65,0,15877,1974,n
0.14,0.46,3,7,0,13,13,6,98,1156,78,0,2444,2011,y
0.11,0.53,4,3,0,20,14,5,340.071,1339,59,0,1863,2012,y
0.22,0.53,0,0,0,0,18,2,35.558,1138,162,0,7813,1996,n
0.12,0.5,0,2,0,4,10,11,110.25,1138,133,0,1366,2014,n
0.17,0.49,1,1,0,4,35,15,79.244,1564,82,0,2311,2011,n
0.26,0.52,0,0,0,0,3,1,20,518,42,0.027347,10305,1989,n
0.19,0.51,0,0,0,2,3,2,267.769,672,17,0.174312,9206,1992,n
0.18,0.52,0,0,0,1,12,1,25.6,609,47,0.123314,9451,1992,y
0.12,0.53,1,1,0,2,3,0,129.6,615,50,0.10817,8723,1994,n
0.21,0.54,0,0,1,1,9,4,1369,737,16,0.059302,8345,1995,n
0.19,0.56,1,0,0,2,1,5,169,601,60,0.052185,8121,1995,n
0.17,0.49,1,0,0,3,2,0,52.9,516,26,0.067308,9577,1991,n
0.15,0.5,1,1,0,2,14,1,52,695,29,0.107587,8842,1993,n
0.13,0.52,1,2,1,5,25,10,282.24,1670,79,0,6938,1998,n
0.22,0.54,5,10,0,18,18,9,62.229,1379,110,0,8123,1995,n
0.22,0.55,1,1,1,6,15,2,34.322,1261,109,0,7687,1996,n
0.18,0.49,1,1,0,5,17,10,275.048,1442,86,0,8515,1994,n
0.21,0.48,0,2,0,2,15,5,20.928,1149,179,0,9024,1993,n
0.22,0.55,1,1,1,6,15,2,34.322,1261,109,0,7687,1996,n
0.2,0.47,0,4,0,8,9,19,1092.781,1294,44,0.006663,1758,2013,n
0.23,0.53,0,0,0,4,3,4,36,1090,34,0,4502,2005,n
0.22,0.5,0,13,1,18,6,6,18.225,1086,92,0,3186,2009,n
0.19,0.51,0,7,0,18,10,16,98.882,1392,64,0,2297,2011,n
0.17,0.49,0,13,0,30,10,12,15.188,1304,89,0,2152,2012,y
0.05,0.41,0,0,0,0,3,0,41.667,1236,13,0,7701,1996,n
0.21,0.49,0,3,0,7,11,2,17.61,1371,95,0,2738,2010,y
0.12,0.46,3,1,0,7,24,4,1133.444,1670,105,0,2745,2010,n
0.17,0.54,2,13,3,24,9,10,20.25,1191,46,0.002625,603,2016,n
0.21,0.49,0,3,0,7,11,2,17.61,1371,95,0,2738,2010,y
0.19,0.49,6,10,4,36,15,14,49.441,1450,56,0,5895,2001,n
0.22,0.52,0,0,0,5,17,5,36.046,1672,101,0,12496,1983,n
0.14,0.5,1,0,0,3,19,2,81.013,1673,116,0,12867,1982,n
0.14,0.51,2,1,0,9,19,12,24.045,1817,93,0,12734,1983,y
0.09,0.51,2,2,0,10,21,7,25.962,1857,119,0,13059,1982,y
0.18,0.5,0,0,0,1,19,8,93.491,1392,91,0,12132,1984,n
0.13,0.47,2,0,0,3,12,6,162.909,1463,61,0,12006,1985,y
0.15,0.46,0,0,0,0,13,8,17.818,1220,146,0,13602,1980,y
0.16,0.5,1,0,0,2,19,9,46.545,1417,68,0,11404,1986,n
0.14,0.49,0,0,0,0,21,9,103.093,1535,134,0,13231,1981,n
0.09,0.51,0,3,0,10,14,4,64.463,1441,77,0,11278,1987,y
0.1,0.49,3,1,0,10,23,2,175.362,1608,152,0,15886,1974,y
0.15,0.47,2,2,7,17,9,5,11.458,1157,35,0.025044,6847,1999,y
0.12,0.53,0,1,0,3,23,6,57.189,1381,121,0,13245,1981,y
0.15,0.52,2,5,0,25,19,5,70,1577,105,0,7577,1997,y
0.21,0.52,0,0,0,6,38,4,42.025,1599,24,0,10676,1988,n
0.16,0.49,0,0,0,3,25,1,55.078,1551,38,0,11033,1987,y
0.24,0.56,2,4,0,9,20,2,68.174,1225,62,0,6497,2000,y
0.09,0.52,3,2,0,23,14,17,130.797,1571,54,0,3370,2008,y
0.12,0.49,1,0,0,6,34,9,83.565,2206,71,0,14162,1979,n
0.17,0.51,1,0,0,3,13,2,53.481,1270,51,0,11768,1985,n
0.11,0.51,1,1,0,7,24,8,37.552,1632,70,0,11635,1986,y
0.13,0.44,2,0,0,3,54,5,136.125,1646,27,0.001192,470,2016,y
0.12,0.45,2,0,0,7,10,6,51.2,1145,54,0.011096,3242,2009,y
0.11,0.51,10,5,0,20,25,13,50.116,1574,169,0,15039,1976,n
0.06,0.5,0,4,0,6,12,12,38.533,1418,73,0,12356,1984,y
0.1,0.48,0,0,0,0,32,0,1.929,2245,123,0,14876,1977,n
0.18,0.51,1,2,1,13,25,19,109.696,1428,84,0,4826,2004,y
0.08,0.5,5,2,2,15,25,5,3.195,1828,101,0,13770,1980,y
0.13,0.53,3,7,0,20,24,11,200.893,1623,50,0,10543,1989,y
0.21,0.53,1,0,0,1,24,4,70.061,1406,106,0,3060,2009,y
0.15,0.53,0,2,0,4,34,1,108.696,1557,79,0.000435,1002,2015,y
0.14,0.45,1,10,0,12,18,8,205.444,1472,78,0,876,2015,y
0.22,0.54,0,0,1,2,12,10,199.516,1453,127,0.002566,624,2016,n
0.19,0.5,2,6,1,13,11,6,432,1235,84,0,1240,2014,n
0.15,0.51,0,0,0,2,3,3,280.333,575,28,0,3030,2009,n
0.18,0.52,0,0,0,0,6,0,225.333,417,36,0,3394,2008,n
0.15,0.5,1,1,0,4,6,5,88.889,1013,30,0,4159,2006,n
0.18,0.49,1,0,0,4,9,3,195.571,1281,121,0.009246,5272,2003,n
0.21,0.54,0,4,0,5,7,2,1204.167,1064,82,0,4866,2004,n
0.18,0.5,0,0,1,2,17,47,112.133,1603,113,0,6980,1998,n
0.19,0.47,1,5,0,12,16,12,84.991,1836,77,0,8725,1994,n
0.14,0.48,1,1,0,2,5,0,24.5,481,5,0,12062,1984,n
0.19,0.5,1,15,0,30,10,4,172.024,1236,43,0,5384,2003,n
0.15,0.47,1,2,1,5,20,8,305.818,1833,88,0,7876,1996,n
0.17,0.53,0,0,3,6,8,1,28.058,1037,27,0,5797,2002,n
0.2,0.51,0,7,0,22,9,7,155.108,1538,154,0,12232,1984,y
0.17,0.5,0,1,0,2,3,1,103.813,1445,167,0,12951,1982,n
0.15,0.5,0,1,0,1,5,0,243.056,1372,234,0,14092,1979,y
0.21,0.52,0,0,0,1,9,5,63.841,1061,108,0,5839,2001,n
0.2,0.49,0,0,0,3,10,6,97.581,1151,91,0,16341,1973,y
0.19,0.49,1,2,3,11,16,3,56.25,1316,64,0,15555,1975,n
0.19,0.54,0,1,0,13,7,3,153,1147,39,0,5048,2004,n
0.18,0.52,3,0,1,11,28,37,52.531,1377,50,0,11896,1985,y
0.15,0.47,0,1,0,11,12,4,57.167,1030,77,0,15982,1974,n
0.19,0.47,17,15,2,62,42,16,85.333,1446,71,0,2031,2012,n
0.19,0.47,17,15,2,62,42,16,85.333,1446,71,0,2031,2012,n
0.19,0.49,5,7,0,22,15,3,133.333,1429,73,0,6812,1999,n
0.21,0.5,1,4,0,14,13,3,276.125,1128,48,0,6714,1999,n
0.18,0.45,0,0,0,1,26,55,186.323,2092,86,0,3746,2007,n
0.2,0.49,1,1,0,7,44,14,202.316,2527,121,0.002471,3382,2008,n
0.17,0.51,0,0,0,13,11,30,108.9,1395,60,0,4481,2005,n
0.14,0.52,10,3,2,32,32,3,104.04,1575,78,0,9283,1992,n
0.14,0.49,1,0,0,15,14,3,85.333,1493,38,0,2654,2010,n
0.22,0.55,3,1,1,18,12,3,128,1121,76,0,3823,2007,n
0.15,0.44,4,11,1,22,26,8,209.067,1618,50,0,10795,1988,n
0.16,0.48,1,0,3,12,54,9,189.391,2469,87,0.003006,2388,2011,y
0.24,0.54,2,17,0,30,11,6,99.738,1437,54,0,5174,2003,n
0.19,0.49,1,1,0,5,17,9,75.031,1415,95,0,2941,2009,y
0.17,0.52,4,11,1,31,72,18,70.141,2429,219,0.003383,1408,2014,y
0.2,0.56,1,0,0,3,13,24,8.321,1163,82,0,15550,1975,n
0.28,0.56,3,1,1,14,11,19,82.688,1126,40,0,14778,1977,n
0.18,0.51,1,16,0,33,17,37,34.844,1839,76,0,8487,1994,n
0.21,0.54,0,2,0,10,13,7,52.562,1242,23,0,14050,1979,n
0.23,0.54,3,4,1,20,10,6,378.225,1403,69,0,5426,2003,y
0.22,0.49,4,1,0,8,22,19,14.297,1473,145,0,6597,1999,n
0.12,0.5,0,4,0,7,17,12,61.735,1500,44,0,11357,1986,n
0.16,0.53,1,5,0,9,11,12,46.286,1399,58,0,6238,2000,y
0.15,0.51,8,4,1,21,16,11,105.026,1715,40,0,9250,1992,n
0.18,0.51,1,14,1,26,16,11,215.579,1387,49,0,7617,1997,n
0.2,0.52,0,7,1,24,15,4,90.741,1563,42,0,5050,2004,n
0.21,0.53,1,8,0,25,14,0,197.37,1215,40,0,4194,2006,n
0.16,0.5,0,4,1,15,5,7,75.674,1035,46,0,4005,2006,n
0.18,0.43,1,0,0,1,18,12,50.4,1246,124,0,2227,2011,n
0.27,0.53,0,0,0,1,1,0,62,387,19,0.007101,3142,2009,n
0.13,0.51,0,4,0,9,18,3,231.841,1519,156,0,7113,1998,n
0.16,0.46,0,0,0,0,4,1,2,408,41,0,1938,2012,n
0.25,0.54,0,2,2,7,4,7,0.824,1440,71,0,3559,2008,y
0.18,0.52,0,2,1,15,19,25,238.05,1522,22,0,2143,2012,y
0.23,0.51,2,1,0,11,17,1,160.364,1296,65,0,4012,2006,n
0.21,0.57,1,4,5,16,14,17,79.717,1348,51,0,7323,1997,n
0.19,0.57,5,18,2,58,5,7,124.457,1345,29,0,8702,1994,n
0.28,0.6,1,27,5,65,2,6,144.5,1193,36,0,6112,2001,n
0.18,0.5,1,0,0,4,15,23,160.067,1186,40,0,4411,2005,n
0.17,0.47,0,0,0,0,13,8,0.167,546,22,0,45985,1892,n
0.23,0.49,0,1,0,14,8,2,2272.111,1178,54,0,8632,1994,n
0.2,0.5,0,4,0,5,10,2,881.667,1058,65,0,11152,1987,n
0.18,0.47,0,0,0,8,17,49,60.828,1479,139,0,6364,2000,n
0.15,0.49,0,2,0,8,17,1,295.364,1231,104,0,5475,2002,n
0.17,0.49,1,2,6,21,27,5,108.696,1560,10,0,4042,2006,n
0.19,0.5,1,2,0,21,5,8,61.929,1011,18,0,5153,2003,n
0.2,0.51,0,2,0,5,28,15,38.208,2023,41,0,5230,2003,y
0.14,0.47,4,1,1,11,18,5,18.692,1440,45,0.003898,190,2017,n
0.21,0.5,1,1,0,4,6,10,384.091,1321,76,0.001595,246,2017,n
0.14,0.47,4,1,1,11,18,5,18.692,1440,45,0.003898,190,2017,n
0.14,0.55,0,2,2,4,9,9,45,1144,31,0,1639,2013,n
0.14,0.5,2,15,0,28,8,4,222.222,1541,85,0,7106,1998,n
0.14,0.41,0,0,0,0,2,3,5.939,629,57,0,5585,2002,n
0.17,0.5,0,4,1,26,7,6,25.274,1204,37,0,995,2015,n
0.2,0.5,0,5,0,8,7,0,816.043,1107,59,0,2346,2011,n
0.19,0.47,0,2,0,4,13,3,49.441,1295,36,0,5713,2002,n
0.14,0.49,2,1,0,10,7,6,445.786,1342,59,0.002801,932,2015,y
0.13,0.42,0,2,0,6,7,6,66.692,1130,62,0,3557,2008,n
0.15,0.44,0,0,0,2,17,8,14,654,6,0,965,2015,n
0.17,0.48,0,0,0,0,23,24,120.714,1575,76,0.003249,828,2015,n
0.24,0.49,0,0,0,1,12,1,5.297,621,5,0.002594,587,2016,n
0.14,0.49,0,17,0,18,13,12,56.641,1305,33,0.007644,813,2015,n
0.15,0.45,0,0,0,0,3,0,7.579,652,8,0,1203,2014,n
0.19,0.43,0,0,0,0,20,11,10.667,522,7,0,951,2015,n
0.16,0.5,2,3,2,12,15,8,90,860,19,0.005671,1177,2014,n
0.14,0.5,0,0,0,1,4,4,16.667,634,14,0,475,2016,n
0.15,0.49,0,6,0,9,25,23,76.085,1511,35,0,1044,2015,n
0.22,0.51,0,1,0,3,19,3,198.45,1514,63,0,464,2016,y
0.15,0.47,1,6,3,16,24,6,306.783,1432,15,0,694,2016,y
0.13,0.51,0,9,0,31,29,4,869.143,1822,38,0,7071,1998,n
0.14,0.51,1,1,1,16,9,4,105.018,1183,46,0.001604,1058,2015,y
0.23,0.53,2,2,0,12,13,10,3.448,1106,42,0,449,2016,n
0.16,0.5,0,5,2,23,15,14,34.028,1413,11,0.00623,323,2017,n
0.16,0.43,0,0,0,0,6,0,4.5,586,9,0,839,2015,n
0.09,0.58,0,0,3,4,9,1,1.684,633,11,0,216,2017,n
0.23,0.47,0,1,0,6,6,8,180.923,1080,85,0,464,2016,y
0.23,0.54,0,10,1,18,6,3,55.684,1077,43,0.003291,2983,2009,y
0.19,0.47,3,3,0,16,20,9,192.891,1568,32,0,1576,2013,y
0.16,0.49,0,4,1,11,13,14,45.511,2075,82,0,5993,2001,n
0.18,0.52,0,9,1,10,14,10,59.016,1414,88,0,8324,1995,n
0.15,0.51,2,0,0,6,5,20,38.716,1320,70,0,6142,2001,n
0.23,0.49,4,7,0,15,23,9,24.976,1263,127,0,8576,1994,n
0.16,0.51,0,31,1,75,7,23,141.12,1190,27,0,7498,1997,y
0.11,0.52,2,8,1,13,9,6,64.692,1415,95,0,6953,1998,n
0.21,0.47,0,2,0,4,5,8,11.758,944,33,0,1679,2013,n
0.26,0.54,4,1,0,8,5,2,17.655,1196,65,0,15968,1974,n
0.2,0.49,1,0,0,2,17,18,64.892,1447,73,0,10342,1989,n
0.21,0.51,4,2,0,10,10,2,20.132,1189,74,0,11721,1985,n
0.21,0.49,1,5,0,6,21,5,35.766,1319,63,0,15254,1976,n
0.23,0.53,4,1,1,12,28,21,99.692,1367,32,0,6114,2001,n
0.2,0.5,3,9,0,19,13,44,118.132,1494,50,0,8305,1995,n
0.21,0.53,2,3,4,14,7,6,202.5,1082,39,0,8814,1993,n
0.24,0.52,0,5,0,14,14,5,89.395,1432,61,0,5580,2002,n
0.26,0.54,3,6,6,18,13,2,52.9,1022,42,0,3683,2007,n
0.2,0.48,0,4,1,6,10,4,71.122,1224,55,0,2460,2011,n
0.14,0.45,0,0,0,1,12,7,6.722,1215,34,0,14610,1977,n
0.21,0.5,0,1,0,1,13,12,76.056,1460,107,0,13632,1980,n
0.13,0.48,0,7,0,14,9,4,95.062,1125,33,0,9423,1992,n
0.21,0.5,1,12,1,17,17,5,24.045,1316,96,0,9159,1992,n
0.16,0.47,2,0,1,13,12,6,49.209,1720,197,0,14941,1977,n
0.19,0.49,0,0,0,2,16,6,76.327,1394,92,0,14206,1979,y
0.14,0.46,0,3,0,4,9,0,176,1161,51,0,16213,1973,n
0.19,0.47,3,5,3,18,27,9,45.098,1425,91,0,5141,2003,n
0.25,0.53,0,5,1,13,11,2,122.904,1490,39,0,12153,1984,n
0.19,0.53,8,0,0,11,9,9,23.674,1362,75,0,11215,1987,n
0.17,0.5,0,2,0,4,24,9,169,1422,17,0,11031,1987,n
0.23,0.49,4,0,0,10,9,12,124.031,1348,5,0,10888,1988,n
0.21,0.48,7,0,0,12,32,6,27.562,1143,23,0,7596,1997,n
0.19,0.49,8,0,0,10,3,3,97.524,1296,41,0.002549,10111,1990,n
0.18,0.5,9,1,0,19,8,3,139.13,1331,40,0.029809,13478,1981,n
0.22,0.49,0,0,0,3,4,1,14.329,941,22,0,587,2016,n
0.2,0.5,4,5,0,13,7,2,23.814,995,14,0,2666,2010,n
0.15,0.48,0,0,0,2,7,6,41.565,1230,155,0,15842,1974,n
0.18,0.51,0,2,0,3,4,14,576,1264,115,0.006807,4901,2004,y
0.15,0.47,5,14,0,37,10,1,201.19,1748,49,0,4852,2004,y
0.15,0.49,0,6,0,12,11,0,10.8,1095,64,0,5629,2002,n
0.11,0.42,0,0,0,1,72,52,6,2734,84,0,7246,1998,n
0.22,0.51,0,0,0,0,14,0,6.881,986,138,0,8226,1995,n
0.09,0.46,0,1,0,1,10,2,8,1143,202,0,3767,2007,n
0.2,0.54,0,2,0,6,8,11,133.762,1314,24,0,5111,2003,n
0.18,0.49,2,3,1,12,9,2,113.636,1050,135,0,2367,2011,n
0.13,0.5,2,1,1,6,9,0,56.067,1258,196,0,6035,2001,n
0.29,0.53,3,1,0,6,6,8,65.951,946,47,0,1359,2014,n
0.21,0.49,1,1,0,9,30,3,1312.2,1427,26,0,1646,2013,y
0.19,0.55,1,0,0,4,16,4,280.167,1285,42,0,6077,2001,y
0.11,0.47,0,0,1,9,15,2,333.062,1259,45,0,1338,2014,n
0.14,0.49,2,3,0,7,22,5,131.522,1344,86,0,5139,2003,n
0.16,0.46,1,0,0,2,21,21,33.8,1299,47,0.002642,8170,1995,n
0.2,0.52,0,0,0,0,2,9,25.037,667,141,0,4460,2005,n
0.11,0.43,0,1,0,7,26,14,69.828,1591,91,0,6889,1999,n
0.13,0.45,0,1,0,7,13,1,65.333,1484,74,0,7364,1997,n
0.14,0.46,0,3,0,3,24,9,135.692,1462,30,0,4887,2004,n
0.19,0.51,6,0,0,12,12,10,10.811,873,63,0,14246,1978,n
0.17,0.47,0,0,0,3,32,21,26.541,1195,239,0,14659,1977,n
0.19,0.51,3,2,0,8,8,15,16.547,1035,124,0,15415,1975,n
0.16,0.43,2,0,0,4,15,10,24.308,1071,228,0,13924,1979,n
0.18,0.52,0,0,0,9,16,6,38.678,1101,136,0,16115,1973,n
0.29,0.49,0,3,1,16,5,6,16.514,898,84,0,15618,1975,n
0.17,0.47,2,3,0,13,16,3,18.278,976,138,0.298198,13189,1981,n
0.24,0.48,17,5,0,24,13,15,33.065,1040,85,0,15037,1976,n
0.25,0.48,2,0,0,6,15,13,79.114,1127,88,0,13525,1980,n
0.19,0.45,0,0,0,0,7,4,22.118,902,116,0,16479,1972,n
0.16,0.5,5,9,0,22,20,3,188.828,1439,31,0,2493,2011,n
0.15,0.5,0,0,0,1,19,27,133.333,1205,54,0,15716,1974,n
0.16,0.45,1,1,0,7,21,0,30.083,1436,68,0,750,2015,n
0.2,0.47,0,1,0,2,30,1,208.642,1617,177,0,673,2016,y
0.17,0.53,3,14,0,36,18,3,57.327,1352,56,0.002869,1086,2014,y
0.16,0.49,0,3,0,9,5,1,88.364,1082,73,0,4992,2004,n
0.22,0.5,0,0,0,18,4,4,61.164,1115,39,0,11950,1985,n
0.15,0.45,0,0,0,0,12,1,41.286,936,30,0,15289,1976,n
0.18,0.52,0,5,0,8,4,5,40.463,1079,59,0,15912,1974,n
0.18,0.5,0,3,0,7,8,6,27.272,957,64,0,15604,1975,n
0.15,0.5,1,1,1,6,14,3,114.189,1053,86,0,12993,1982,n
0.16,0.48,0,1,1,9,7,9,26.273,1142,45,0,13749,1980,n
0.15,0.42,0,2,0,2,27,10,272.25,1223,23,0.001515,7680,1996,n
0.17,0.52,3,6,4,27,13,3,176.023,1204,84,0,4537,2005,n
0.18,0.5,8,9,1,34,24,7,177.941,1617,106,0,7141,1998,y
0.16,0.48,1,1,7,16,10,4,488.893,1282,46,0,6021,2001,n
0.17,0.56,5,17,2,42,16,16,25.09,1542,25,0,1534,2013,y
0.19,0.49,0,6,0,11,12,4,341.333,1184,77,0,2374,2011,n
0.16,0.5,1,2,0,4,2,11,244.565,1254,36,0.007113,3074,2009,n
0.19,0.51,0,27,2,47,10,9,208.895,1238,48,0,8758,1993,y
0.14,0.51,3,7,0,12,20,1,71.041,1597,87,0,8338,1995,n
0.22,0.51,0,0,1,4,6,12,43.214,1099,147,0,13553,1980,n
0.24,0.54,1,4,1,10,11,9,11.281,1325,59,0,9215,1992,n
0.19,0.47,0,0,0,27,22,19,34.722,1489,69,0,8424,1994,n
0.17,0.54,1,2,0,5,11,14,33.8,1221,65,0,11651,1986,n
0.2,0.51,2,0,1,8,6,1,41.438,1159,35,0,3030,2009,n
0.17,0.49,0,2,0,3,8,9,20.829,1306,75,0.002006,2579,2010,n
0.24,0.48,0,0,0,0,7,2,38.893,1134,130,0,13968,1979,n
0.24,0.54,0,2,0,4,4,7,52.008,1148,75,0,11042,1987,n
0.21,0.52,1,1,1,4,7,16,90.919,1354,61,0.001662,1562,2013,y
0.21,0.49,0,0,0,1,7,3,17.779,1120,106,0,12419,1983,n
0.16,0.45,1,1,0,8,13,9,20.512,1509,27,0,7764,1996,n
0.19,0.53,0,6,0,11,6,13,49.021,1724,44,0,5216,2003,y
0.2,0.53,0,8,2,16,13,10,8.658,1239,68,0,6105,2001,n
0.15,0.51,0,1,1,10,10,12,67.837,1472,104,0,7932,1996,n
0.13,0.52,0,8,0,23,7,7,33.252,1602,62,0,5750,2002,y
0.17,0.45,0,1,0,3,27,41,16.333,1613,33,0,10242,1989,n
0.26,0.53,0,0,0,0,7,25,9.773,1028,160,0,14442,1978,n
0.11,0.48,2,1,0,17,25,14,124.471,1949,190,0,7708,1996,y
0.15,0.52,0,0,0,7,8,7,41.143,1171,61,0,8471,1994,n
0.2,0.47,0,2,0,2,16,1,85.333,542,18,0,475,2016,n
0.18,0.5,7,30,7,70,17,9,202.316,1382,32,0,666,2016,n
0.17,0.5,0,12,0,12,7,1,30.769,1591,267,0,7911,1996,n
0.21,0.5,1,1,0,7,14,8,7.211,1763,124,0,7332,1997,n
0.17,0.52,1,5,0,11,26,1,20.078,1535,66,0.001215,8240,1995,n
0.14,0.48,0,2,0,3,17,4,103.5,1401,71,0,6392,2000,n
0.24,0.55,0,1,0,2,4,3,324,518,26,0.064732,7757,1996,n
0.21,0.58,1,4,2,15,3,6,121,767,16,0.058007,6658,1999,n
0.24,0.53,0,3,0,6,5,0,1682,640,22,0.038073,6532,2000,n
0.23,0.52,0,0,0,0,2,3,26.667,369,8,0.043584,7995,1996,n
0.15,0.56,0,7,0,8,2,3,72,507,4,0.128752,6903,1999,n
0.22,0.48,0,0,0,2,6,1,90.25,484,18,0.057642,7631,1997,n
0.2,0.49,0,1,0,3,7,5,24.067,655,5,0.217131,7022,1998,n
0.22,0.51,2,1,1,6,5,2,33.108,725,12,0.046411,6280,2000,n
0.18,0.49,0,1,2,6,7,7,392,642,7,0.086279,7386,1997,n
0.15,0.48,1,6,0,11,13,7,55.225,1310,102,0.004838,2731,2010,n
0.15,0.47,0,0,0,0,4,1,7.143,1059,21,0,15954,1974,n
0.17,0.48,1,3,0,11,11,1,20.753,1263,134,0,15373,1975,n
0.22,0.56,0,6,0,8,9,1,77.042,1264,120,0,13763,1980,n
0.17,0.55,0,0,0,5,5,0,20.167,1150,74,0,14190,1979,n
0.23,0.56,0,3,0,9,10,1,80.314,1247,119,0,14561,1978,n
0.23,0.54,2,3,0,16,15,1,20.632,1339,93,0,11586,1986,n
0.23,0.55,2,1,0,3,20,1,73.633,1212,104,0,12797,1982,n
0.16,0.52,2,7,0,40,10,1,87.671,1486,149,0,10706,1988,n
0.19,0.51,1,6,0,12,13,5,92.48,1542,87,0,13394,1981,n
0.17,0.48,0,3,0,6,6,2,13.043,1104,111,0,22163,1957,n
0.21,0.5,2,1,0,4,18,1,16.531,1218,89,0,16500,1972,n
0.22,0.5,0,4,0,6,12,4,80.033,1150,68,0,7897,1996,n
0.19,0.52,1,1,0,4,14,0,13.37,1226,82,0,16059,1973,n
0.2,0.49,0,3,1,5,5,0,33.138,957,77,0,19237,1965,n
0.16,0.48,1,12,0,15,20,2,27.769,1321,38,0,15186,1976,y
0.13,0.53,1,3,0,17,9,3,17.286,921,45,0,14134,1979,n
0.18,0.52,0,7,5,18,14,8,72.25,991,54,0,14542,1978,n
0.17,0.55,3,3,0,13,12,4,12.062,1228,56,0,15732,1974,n
0.16,0.44,1,0,0,3,14,23,64.692,1119,48,0,16444,1972,n
0.18,0.45,5,1,3,24,14,10,112.5,945,21,0,14869,1977,n
0.18,0.48,0,3,0,7,14,9,88.971,1341,125,0,4649,2005,n
0.23,0.56,0,4,3,9,9,12,154.714,1329,122,0,1149,2014,n
0.15,0.57,0,3,0,3,17,13,41.531,1307,89,0.004485,883,2015,y
0.14,0.46,6,0,0,12,42,6,9.443,1659,170,0,2136,2012,n
0.12,0.48,0,2,0,3,15,4,162,1289,22,0,15123,1976,n
0.24,0.53,4,0,2,14,14,21,241.975,1246,66,0,16159,1973,n
0.19,0.48,2,0,1,9,16,6,231.2,1021,21,0,14596,1977,n
0.17,0.49,0,0,0,11,12,8,277.885,939,29,0,13576,1980,n
0.24,0.48,2,8,0,17,17,2,34.043,1135,47,0,15767,1974,n
0.18,0.49,1,0,0,16,16,23,66.566,1192,59,0,13940,1979,n
0.12,0.5,0,2,0,7,7,9,184.471,1314,42,0,7666,1996,n
0.13,0.47,0,7,0,7,23,6,58.778,1511,34,0,5958,2001,n
0.23,0.56,1,6,0,21,1,3,57.095,1284,50,0,4957,2004,y
0.28,0.53,1,15,1,21,14,11,84.028,1559,82,0,8107,1995,y
0.25,0.54,0,3,0,8,10,6,292.571,1402,96,0,9012,1993,n
0.15,0.49,0,3,0,4,18,0,52.364,1799,96,0,7862,1996,n
0.23,0.51,1,1,0,4,7,5,43.103,912,131,0,15205,1976,n
0.12,0.4,0,4,0,9,5,3,41.397,901,48,0,11168,1987,n
0.21,0.51,0,1,0,13,7,6,19.841,1099,93,0,9586,1991,n
0.18,0.54,1,0,0,6,10,8,48.658,937,76,0,14857,1977,n
0.1,0.51,0,0,0,5,8,1,184.083,1005,22,0,13028,1982,n
0.19,0.5,0,5,1,13,14,7,66.692,1060,51,0,9150,1992,n
0.2,0.51,0,0,0,7,10,22,11.792,1028,101,0,10769,1988,n
0.26,0.53,0,0,0,7,24,10,11.115,1047,30,0,10496,1989,n
0.24,0.52,0,0,0,0,14,45,15.373,891,135,0,14605,1977,n
0.13,0.41,0,0,0,3,16,3,21.879,866,112,0,16360,1973,n
0.22,0.53,1,4,0,9,8,7,5.76,872,67,0,12076,1984,n
0.16,0.53,0,0,0,3,12,12,137.195,935,80,0,15653,1975,n
0.19,0.55,0,1,0,1,12,38,25.689,1090,112,0,10144,1990,n
0.12,0.46,1,0,3,4,29,27,196.005,1889,364,0,15095,1976,n
0.13,0.48,1,0,0,2,20,5,38.404,1820,494,0,16005,1974,y
0.15,0.5,5,0,1,32,21,3,105,2016,95,0,16131,1973,y
0.13,0.41,1,0,0,2,46,39,128,2302,63,0.004401,6673,1999,n
0.14,0.5,6,2,2,25,23,12,57.143,1560,190,0,12897,1982,n
0.19,0.5,0,0,1,1,35,8,650.893,1968,108,0,9592,1991,n
0.24,0.53,2,0,0,6,12,5,83.027,1649,148,0,14311,1978,n
0.13,0.45,2,3,0,9,20,10,15.641,1555,184,0,13107,1982,n
