@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,13,18,21-22'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute StoryNames numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.17,0.55,0,7,0,7,5,6,144.118,1081,30,0.003248,1485,2013,n
0.23,0.5,5,8,2,17,14,5,305.818,1153,93,0,974,2015,y
0.21,0.55,0,0,0,2,10,10,16.03,1222,74,0,3851,2007,y
0.18,0.53,1,2,4,13,6,2,322.667,1006,68,0,5636,2002,n
0.18,0.48,1,3,3,23,11,17,6.33,1195,94,0.009315,2269,2011,y
0.12,0.53,1,1,0,3,4,9,128.926,1139,46,0.004116,2871,2010,y
0.21,0.49,3,17,6,68,13,7,50.417,1187,35,0,4679,2005,n
0.19,0.5,3,1,0,8,11,4,180.5,1206,30,0,6350,2000,n
0.3,0.51,9,16,2,43,11,17,147.846,1126,36,0,3578,2008,n
0.11,0.54,0,24,4,34,4,1,336.4,1034,17,0,1849,2012,y
0.23,0.54,1,2,0,8,4,6,27.119,1109,77,0,4961,2004,n
0.14,0.5,0,8,0,19,8,6,147.846,1047,78,0.027577,2332,2011,y
0.15,0.48,2,3,0,9,13,11,23.31,1301,66,0.000839,1520,2013,n
0.15,0.52,0,0,0,7,8,7,41.143,1171,61,0,8471,1994,y
0.11,0.49,0,5,0,11,7,10,243,1169,44,0,2010,2012,n
0.16,0.5,5,29,4,57,18,8,315.062,1101,29,0,2087,2012,n
0.11,0.42,6,2,0,16,15,5,42.667,1136,12,0,6532,2000,n
0.17,0.46,2,8,2,23,14,5,36,1046,16,0,7631,1997,n
0.18,0.53,0,2,0,6,10,3,158.065,1098,76,0,1821,2012,n
0.24,0.52,0,1,0,9,11,2,33.618,1020,63,0,12351,1984,n
0.14,0.53,0,9,0,9,5,1,396.05,1005,56,0,2969,2009,n
0.16,0.47,2,3,0,11,5,2,9.8,1183,38,0,6903,1999,n
0.26,0.51,0,0,1,1,8,9,14.4,955,68,0,13833,1980,n
0.17,0.51,0,0,0,4,9,8,20.28,1096,34,0,806,2015,y
0.18,0.48,0,1,0,3,10,12,107.27,995,45,0,13945,1979,n
0.24,0.52,0,0,0,8,10,3,22.533,1085,67,0,15905,1974,n
0.21,0.54,0,0,0,2,10,3,28.471,1068,108,0,3431,2008,n
0.22,0.52,0,6,0,10,11,3,36.3,928,23,0,4397,2005,y
0.18,0.49,0,29,0,29,7,4,300,1088,58,0,4558,2005,n
0.29,0.54,0,13,1,16,6,13,42.781,941,77,0,13392,1981,n
0.23,0.52,2,4,0,18,7,4,26.273,1189,71,0,12113,1984,y
0.17,0.5,1,0,0,5,5,18,49.39,1005,46,0,5657,2002,n
0.22,0.52,0,2,0,15,8,6,24.253,1055,27,0,5221,2003,n
0.15,0.55,1,3,0,16,12,4,87.781,1219,28,0,1905,2012,y
0.19,0.53,0,4,0,6,11,8,344.391,1076,58,0,1724,2013,y
0.12,0.45,2,20,0,33,6,2,9.633,1045,42,0,7386,1997,n
0.19,0.48,1,0,0,7,11,4,6.259,1174,39,0,6280,2000,n
0.22,0.49,1,1,0,8,14,5,96.267,1075,41,0,4019,2006,n
0.18,0.48,0,2,0,6,16,9,36.765,1233,13,0.000309,8861,1993,n
0.27,0.58,2,3,0,11,26,5,23.439,1208,38,0,3496,2008,n
0.2,0.53,0,1,0,3,25,17,40.5,1102,36,0,12960,1982,n
0.16,0.52,1,0,0,2,7,0,26.727,1027,88,0,9941,1990,n
0.21,0.52,0,0,0,3,2,8,35.372,1061,82,0,13966,1979,n
0.19,0.49,1,1,0,5,10,22,25,947,33,0,3214,2009,y
0.16,0.43,1,0,0,1,9,3,14.7,1134,42,0,8149,1995,n
0.2,0.51,2,1,0,8,18,2,30.316,1044,32,0,12988,1982,y
0.16,0.51,2,18,0,28,5,2,401.286,953,25,0,4962,2004,n
0.15,0.52,0,0,2,7,4,0,184.091,1033,29,0,5293,2003,n
0.14,0.52,0,0,2,6,4,0,288,1034,24,0,13182,1981,n
0.26,0.58,6,7,0,16,11,4,6.333,961,53,0,2948,2009,n
0.14,0.46,0,0,0,0,14,0,385.333,1013,38,0,3193,2009,n
0.11,0.51,0,6,0,10,19,1,138.273,1072,66,0,2717,2010,n
0.16,0.45,0,0,0,3,15,7,50.704,1010,64,0,8723,1994,n
0.14,0.5,0,1,0,2,15,18,104.143,1108,14,0,11481,1986,n
0.22,0.56,0,1,2,11,3,0,13.136,711,33,0,12573,1983,n
0.15,0.49,0,1,0,4,7,6,29.762,990,99,0,1968,2012,n
0.16,0.48,0,0,0,0,5,3,481.333,1002,7,0,16024,1974,n
0.23,0.52,0,2,0,3,3,1,0.779,924,59,0,6154,2001,n
0.19,0.44,0,0,0,2,7,8,10.316,970,19,0,7022,1998,n
0.25,0.55,0,0,0,1,3,1,0.379,992,23,0,3394,2008,n
0.17,0.51,0,0,0,3,6,1,8.028,907,38,0,13004,1982,n
0.11,0.51,1,0,0,4,18,4,19.174,1046,22,0,8345,1995,n
0.18,0.47,0,1,0,2,7,0,13.5,947,44,0,9451,1992,n
0.25,0.51,3,2,0,10,10,3,95.062,990,37,0,4857,2004,n
0.16,0.47,0,0,0,2,8,8,133.333,963,17,0,12104,1984,n
0.23,0.52,1,7,1,30,6,14,8.76,888,56,0,2507,2011,y
0.12,0.48,0,8,0,18,18,10,42.667,1039,36,0,8862,1993,n
0.2,0.48,0,1,0,1,17,5,41.885,999,39,0,8121,1995,y
0.16,0.49,0,0,0,0,5,1,35.556,927,23,0,9206,1992,n
0.24,0.58,0,5,0,8,3,3,1.961,905,44,0,3543,2008,n
0.11,0.54,3,7,0,16,15,2,5.062,1047,70,0,8408,1994,n
0.16,0.46,2,6,0,28,13,2,23,941,25,0,5468,2002,y
0.24,0.52,1,2,0,4,11,4,13.018,965,21,0,951,2015,n
0.21,0.54,0,0,0,0,2,1,0.434,898,22,0,4969,2004,n
0.22,0.56,1,1,0,6,5,5,2.812,853,24,0,4234,2006,n
0.24,0.55,0,1,0,4,2,12,2.545,810,35,0,4122,2006,n
0.24,0.54,1,0,0,8,10,3,4.446,866,44,0,1567,2013,n
0.18,0.51,1,0,0,2,7,5,8.067,926,38,0.079441,1541,2013,n
0.18,0.49,0,0,0,0,9,2,39.2,843,71,0,9577,1991,n
0.27,0.51,10,8,1,39,9,10,5.898,934,15,0.002465,1203,2014,y
0.22,0.52,0,0,0,0,13,9,14.815,818,51,0,8842,1993,n
0.06,0.5,1,0,0,3,10,12,34.615,780,75,0,14477,1978,n
0.2,0.56,1,4,0,6,5,3,50.261,709,38,0,1058,2015,n
0.11,0.57,1,2,0,3,2,4,2.925,882,18,0.101475,1912,2012,n
0.21,0.46,2,4,2,9,7,3,64.286,749,40,0,4824,2004,n
0.2,0.51,0,3,0,6,3,6,0.831,708,20,0.076164,2521,2011,n
0.19,0.49,0,0,0,5,6,1,16.9,743,21,0.036115,2640,2010,n
0.23,0.46,0,4,0,5,3,2,0.61,680,32,0.043091,3004,2009,n
0.26,0.47,0,0,2,5,7,2,102.722,716,25,0.122037,4341,2006,n
0.17,0.42,0,0,0,3,16,0,145.8,871,16,0,12426,1983,n
0.16,0.53,1,1,0,2,4,2,5.762,702,57,0.058128,449,2016,n
0.3,0.58,0,0,0,0,2,4,2.571,693,51,0,13595,1980,n
0.21,0.57,0,2,0,8,5,2,3.769,718,21,0.112208,3249,2009,n
0.22,0.56,0,1,0,2,6,4,37.926,701,22,0.059252,4474,2005,n
0.12,0.53,0,1,0,3,8,0,16.095,772,34,0.122789,10676,1988,n
0.2,0.52,0,0,0,0,10,2,1.14,739,36,0.021332,2276,2011,n
0.24,0.52,0,0,0,2,2,0,15.75,736,35,0,13518,1980,n
0.13,0.57,1,2,0,4,4,3,3.27,736,67,0.041932,11033,1987,n
0.18,0.55,0,0,0,2,3,2,0.875,664,34,0.050613,3613,2008,n
0.17,0.56,1,1,0,7,3,5,0.015,638,12,0.037453,3977,2007,n
0.14,0.47,0,0,0,0,8,2,10,695,11,0,951,2015,n
0.2,0.46,0,1,0,3,4,14,3.309,695,16,0.096897,2885,2010,n
0.19,0.51,0,1,0,1,4,0,28.444,673,36,0.034807,323,2017,n
0.23,0.59,5,5,0,17,6,5,34.225,742,10,0,3142,2009,n
0.21,0.49,0,1,0,3,9,4,29.389,684,24,0.154769,4698,2005,n
0.18,0.52,0,1,1,4,6,4,11.281,716,19,0.130939,4096,2006,n
0.17,0.51,0,0,0,1,6,0,175,715,18,0.032258,11278,1987,n
0.25,0.6,0,0,0,2,8,0,28.471,589,41,0.075152,10543,1989,y
0.21,0.55,1,1,0,2,3,0,44.643,524,16,0.012195,3368,2008,n
0.11,0.61,0,4,0,4,6,0,153.6,588,13,0,813,2015,n
0.21,0.52,0,0,0,0,3,3,8.758,533,9,0,694,2016,n
0.2,0.49,0,1,0,4,8,4,14.222,581,25,0.228551,11635,1986,y
0.12,0.46,0,0,0,0,4,0,46.286,620,40,0,4493,2005,n
0.2,0.56,0,0,0,1,6,1,1.69,575,53,0.107036,11768,1985,n
0.26,0.57,1,1,0,3,10,0,20.25,593,1,0,4122,2006,n
0.09,0.44,0,4,0,4,5,0,75.571,567,46,0.17738,12356,1984,n
0.1,0.49,0,0,0,0,3,0,48,506,27,0,5221,2003,n
0.28,0.53,0,0,0,0,2,3,0.783,479,3,0,5221,2003,n
0.25,0.49,0,0,0,2,2,5,4.694,492,15,0,5069,2004,n
0.16,0.5,0,0,0,3,6,0,75,571,8,0,3506,2008,n
0.22,0.49,0,0,0,0,1,0,28.8,512,28,0,4969,2004,n
0.19,0.51,2,1,0,6,12,1,40,545,8,0,3870,2007,n
0.1,0.43,0,0,0,2,10,1,180.5,559,25,0,1567,2013,n
0.19,0.49,0,0,0,0,6,3,8.805,424,16,0,1315,2014,n
0.22,0.45,0,0,0,1,6,2,4.235,491,9,0.003168,1567,2013,n
0.2,0.45,0,0,0,3,12,2,1.125,457,12,0,1679,2013,n
0.21,0.52,1,1,1,3,1,2,65.333,456,32,0,2666,2010,n
0.22,0.45,0,0,0,0,4,2,78.125,412,7,0.003202,951,2015,n
0.2,0.48,0,1,1,2,1,5,26.273,422,27,0,1315,2014,n
0.26,0.49,0,0,2,2,9,0,42,407,9,0,3758,2007,n
0.22,0.54,0,0,0,0,5,2,200,423,16,0,2414,2011,n
0.17,0.57,0,0,0,0,6,2,2,446,3,0,1938,2012,n
0.36,0.55,0,0,0,0,4,0,6.05,418,7,0,839,2015,n
0.2,0.49,0,0,0,1,1,2,51.2,355,21,0,1203,2014,n
0.27,0.55,0,1,0,1,5,10,3.846,373,4,0,839,2015,n
0.17,0.54,0,0,0,0,3,1,27,407,19,0,4605,2005,n
0.21,0.54,0,0,0,2,1,0,15.059,323,9,0,5923,2001,n
0.09,0.43,0,1,0,1,3,2,64,350,22,0,2050,2012,n
0.34,0.57,0,0,0,0,2,1,1.44,353,8,0,1203,2014,n
0.28,0.52,0,0,0,1,6,2,1.5,358,10,0,2050,2012,n
0.35,0.54,0,0,0,0,2,0,3.368,273,4,0,951,2015,n
0.23,0.56,0,0,0,1,3,0,0.083,275,2,0,13736,1980,n
0.16,0.48,0,4,0,16,14,12,50.261,1451,51,0,6469,2000,n
0.18,0.49,4,25,2,43,15,6,7.364,1376,19,0,3956,2007,n
0.23,0.52,0,4,0,16,16,13,48.6,1434,55,0.034417,71,2017,y
0.22,0.52,0,2,0,15,8,6,24.253,1055,27,0,5221,2003,n
