@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R2,7,9,11-12,15,17-18,20'

@attribute Gender {Male,Female,Unknown,Combo}
@attribute Subjectivity numeric
@attribute WordCount numeric
@attribute FleschReading numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute TalkingSpeed numeric
@attribute AuthorityMentions numeric
@attribute WordQuantity numeric
@attribute PercentInQuotes numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
Female,0.5,3609,7.17,0,4,0,2.678084,5,1049,0,19300,4,2003,n
Male,0.5,5605,5.6,0,5,0,3.170639,21,1591,0,19300,1,2009,n
Male,0.44,5111,5.61,0,2,0,3.009435,4,1434,0.002348,19300,5,2012,n
Male,0.55,3974,6.39,0,6,3,3.171446,2,1151,0,19300,11,2004,n
Male,0.5,3646,4.83,0,1,2,2.759356,13,1240,0.002194,19300,7,2003,n
Male,0.51,3437,5.62,4,2,1,0.3437,5,1385,0.00931,19300,2,1989,n
Male,0.52,4337,6.78,0,0,1,0.4337,0,1317,0.000231,19300,2,1977,n
Male,0.54,6580,4.43,0,7,0,2.067305,6,1591,0.001976,19300,12,1981,n
Male,0.55,4903,5.62,0,7,0,2.741238,6,1561,0.003059,19300,3,1984,n
Male,0.5,4821,5.61,1,0,1,0.4821,8,1545,0.00083,19300,10,1979,n
Male,0.54,3885,6.78,1,4,1,0.3885,0,1298,0,19300,3,1985,n
Male,0.47,3788,6.39,0,12,0,0.3788,0,1171,0,19300,4,1988,n
Male,0.47,3580,4.04,3,2,1,1.667438,5,1209,0,19300,3,1983,n
Male,0.49,4023,7.56,0,0,0,0.4023,16,1202,0,19300,6,1974,n
Male,0.45,3513,6.39,0,0,0,0.3513,5,1103,0,19300,11,1980,n
Male,0.43,3405,6.39,1,0,0,0.3405,14,1083,0,173000,11,1978,n
Male,0.56,6548,5.6,1,2,1,3.276971,6,1720,0,182000000,1,1998,n
Male,0.54,4950,4.04,2,6,1,2.731032,31,1484,0,1980000,6,1995,n
Male,0.56,4506,5.99,0,9,1,0.4506,14,1149,0,11500000,11,1979,n
Male,0.53,5879,6,3,13,4,1.935376,14,1528,0,4800000,9,1982,n
Male,0.49,3728,7.56,0,1,0,1.757142,5,1198,0,4800000,1,1982,n
Male,0.52,5896,7.17,0,3,0,0.5896,12,1426,0,4800000,2,1989,n
Male,0.44,4602,5.61,4,20,0,3.083062,1,1312,0,6470000,6,2001,n
Male,0.42,4819,4.82,1,1,0,2.727135,11,1234,0.001245,77900,3,2011,y
Male,0.52,3993,4.82,0,1,0,0.3993,36,1272,0,129000,1,1977,n
Male,0.46,3424,4.44,0,6,0,1.730812,9,1172,0,77900,3,2013,n
Male,0.46,3424,4.44,0,6,0,1.730812,9,1172,0,1780000,3,2013,n
Male,0.52,4962,4.82,0,4,0,0.4962,3,1472,0,20300,5,1994,n
Male,0.48,4395,5.21,0,3,0,2.90847,8,1207,0,27300,10,2001,n
Male,0.49,6667,6.39,7,13,0,3.110417,4,1624,0,590,6,1998,n
Male,0.5,3613,4.83,2,4,0,2.21811,7,1316,0.008303,43000,11,1998,n
Male,0.52,4104,6.39,2,0,0,2.550006,16,1378,0,43000,2,1978,n
Male,0.49,3722,4.82,0,0,0,2.64989,24,1224,0.030897,43000,8,2001,n
Male,0.52,2135,6.39,3,0,0,0.2135,1,893,0,43000,6,1975,n
Male,0.55,2672,4.44,6,3,0,2.059999,4,964,0.006362,571000,3,2005,n
Male,0.51,2923,6.78,1,3,0,1.521762,22,979,0,571000,8,1994,n
Male,0.49,2874,5.61,1,1,0,2.746168,11,1100,0.002784,571000,3,1981,n
Male,0.5,3147,6.79,2,0,0,2.306626,12,1184,0,571000,11,1997,n
Male,0.5,2700,7.95,1,2,0,3.155149,4,915,0,571000,8,1973,n
Male,0.54,3579,5.61,1,0,0,2.604409,9,1112,0.002235,571000,2,1985,n
Male,0.5,4107,7.17,2,3,0,0.4107,27,1348,0,571000,1,1974,n
Male,0.51,3140,6,0,1,0,2.721612,11,910,0,571000,3,1980,y
Male,0.46,3735,5.21,3,2,2,2.514298,16,1231,0.003481,571000,1,1996,n
Male,0.47,3150,6.39,1,5,0,1.993173,5,1178,0,571000,9,1999,n
Male,0.55,2958,6,8,3,0,2.365139,4,1111,0,571000,8,1983,y
Male,0.51,5856,2.86,0,0,0,3.09732,1,1284,0,571000,3,1979,n
Male,0.52,3585,5.61,1,3,0,1.740829,10,1277,0.003347,571000,11,1994,y
Male,0.46,3176,6,0,3,0,2.467391,21,1050,0,571000,9,1986,n
Male,0.49,4011,4.04,5,14,0,2.082007,6,1254,0,571000,9,1993,y
Male,0.51,3274,6.38,0,1,0,2.539818,0,989,0,571000,7,2014,n
Male,0.53,5864,6,0,2,0,2.450535,8,1564,0,571000,6,1997,y
Male,0.51,4767,6.38,1,3,0,1.745124,9,1245,0,571000,5,1983,n
Male,0.54,5604,4.82,0,2,1,0.5604,28,1401,0,571000,8,1989,n
Male,0.48,5602,7.95,0,1,0,0.5602,11,1430,0,571000,5,1978,n
Male,0.45,4026,6.78,0,0,0,0.4026,5,1249,0,571000,6,1974,n
Male,0.46,3848,6.78,3,7,0,2.24845,6,1156,0,464,3,2011,y
Male,0.53,4699,6,4,3,0,2.747079,5,1339,0,3440000,10,2012,y
Male,0.53,4725,6,0,0,0,0.4725,2,1138,0,847000,7,1996,n
Female,0.5,3768,6.38,0,2,0,2.413627,11,1138,0,847000,3,2014,n
Female,0.49,4739,4.04,1,1,0,2.658936,15,1564,0,847000,8,2011,n
Female,0.52,1353,6.38,0,0,0,2.586998,1,518,0.027347,847000,9,1989,n
Female,0.51,1635,6.78,0,0,0,1.965144,2,672,0.174312,847000,9,1992,n
Female,0.52,1557,5.6,0,0,0,1.860215,1,609,0.123314,307000,1,1992,y
Female,0.53,1738,5.21,1,1,0,2.161692,0,615,0.10817,556000,1,1994,n
Female,0.54,1720,6,0,0,1,2.408964,4,737,0.059302,556000,1,1995,n
Female,0.56,1533,5.6,1,0,0,0.1533,5,601,0.052185,968000,9,1995,n
Female,0.49,1248,5.21,1,0,0,0.74865,0,516,0.067308,4240,9,1991,n
Female,0.5,1608,4.43,1,1,0,2.022642,1,695,0.107587,4240,9,1993,n
Female,0.52,6072,7.17,1,2,1,3.364004,10,1670,0,1010000,12,1998,n
Female,0.54,5211,5.61,5,10,0,2.72761,9,1379,0,2910000,9,1995,n
Female,0.55,4693,6,1,1,1,2.869761,2,1261,0,4930,11,1996,n
Female,0.49,4930,5.61,1,1,0,2.291936,10,1442,0,1180,8,1994,n
Female,0.48,4425,5.6,0,2,0,2.610492,5,1149,0,2440,3,1993,n
Female,0.55,4693,6,1,1,1,2.869761,2,1261,0,1190000,11,1996,n
Female,0.47,4953,5.61,0,4,0,2.151334,19,1294,0.006663,1190000,2,2013,n
Female,0.53,3157,8.34,0,0,0,0.3157,4,1090,0,1190000,8,2005,n
Male,0.5,3637,5.61,0,13,1,2.502231,6,1086,0,1190000,3,2009,n
Male,0.51,5264,7.18,0,7,0,2.318904,16,1392,0,1190000,8,2011,n
Male,0.49,5024,5.61,0,13,0,2.357356,12,1304,0,1190000,1,2012,y
Female,0.41,3167,10.31,0,0,0,0.3167,0,1236,0,5540,10,1996,n
Male,0.49,4677,6.39,0,3,0,2.645041,2,1371,0,1700000,6,2010,y
Male,0.46,5445,7.95,3,1,0,3.170124,4,1670,0,268000,5,2010,n
Male,0.54,3810,4.83,2,13,3,2.268956,10,1191,0.002625,544000,4,2016,n
Male,0.49,4677,6.39,0,3,0,2.645041,2,1371,0,1150000,6,2010,y
Male,0.49,5196,4.82,6,10,4,3.090228,14,1450,0,1150000,10,2001,n
Combo,0.52,5363,6,0,0,0,3.939734,5,1672,0,1150000,9,1983,n
Combo,0.5,5746,7.56,1,0,0,2.165824,2,1673,0,1150000,9,1982,n
Combo,0.51,6233,4.43,2,1,0,3.265475,12,1817,0,1150000,1,1983,y
Combo,0.51,6024,5.22,2,2,0,3.036519,7,1857,0,1150000,2,1982,y
Combo,0.5,4411,4.83,0,0,0,3.227435,8,1392,0,647000,9,1984,n
Combo,0.47,5192,5.61,2,0,0,2.91338,6,1463,0,8110,1,1985,y
Combo,0.46,4640,5.99,0,0,0,2.899652,8,1220,0,8110,9,1980,y
Combo,0.5,4646,5.61,1,0,0,2.879447,9,1417,0,8110,9,1986,n
Combo,0.49,5682,6.38,0,0,0,3.378625,9,1535,0,8110,9,1981,n
Male,0.51,4675,6,0,3,0,2.05772,4,1441,0,8110,1,1987,y
Male,0.49,6649,6.38,3,1,0,2.669523,2,1608,0,1260000,6,1974,y
Male,0.47,3993,5.22,2,2,7,1.908359,5,1157,0.025044,39300000,3,1999,y
Male,0.53,5201,5.6,0,1,0,1.873246,6,1381,0,97100,8,1981,y
Male,0.52,5773,5.6,2,5,0,2.291416,5,1577,0,187000,3,1997,y
Male,0.52,4413,6.79,0,0,0,1.902747,4,1599,0,77300,9,1988,n
Male,0.49,4776,6,0,0,0,1.795286,1,1551,0,359000,9,1987,y
Male,0.56,3836,7.17,2,4,0,2.044198,2,1225,0,359000,2,2000,y
Male,0.52,5846,6.39,3,2,0,2.082521,17,1571,0,28600,9,2008,y
Male,0.49,6988,7.57,1,0,0,0.6988,9,2206,0,3320,2,1979,n
Male,0.51,3469,7.95,1,0,0,2.006844,2,1270,0,1570,9,1985,n
Male,0.51,4858,5.61,1,1,0,2.868958,8,1632,0,445000,1,1986,y
Male,0.44,4196,7.97,2,0,0,1.927175,5,1646,0.001192,28800,8,2016,y
Male,0.45,3605,4.43,2,0,0,1.765337,6,1145,0.011096,43900,1,2009,y
Male,0.51,7551,4.82,10,5,0,2.889107,13,1574,0,145,9,1976,n
Male,0.5,4205,4.43,0,4,0,2.380722,12,1418,0,248000,1,1984,y
Male,0.48,7338,6.39,0,0,0,3.154056,0,2245,0,688000,3,1977,n
Male,0.51,5361,4.82,1,2,1,2.584907,19,1428,0,1730000,9,2004,y
Male,0.5,6211,4.43,5,2,2,3.038761,5,1828,0,502000,3,1980,y
Male,0.53,5289,4.82,3,7,0,2.092783,11,1623,0,1240000,1,1989,y
Male,0.53,4515,5.22,1,0,0,2.236984,4,1406,0,1440000,7,2009,y
Female,0.53,4594,6,0,2,0,2.895001,1,1557,0.000435,439000,3,2015,y
Female,0.45,4831,6.39,1,10,0,2.791073,8,1472,0,139,7,2015,y
Female,0.54,5846,5.6,0,0,1,2.796687,10,1453,0.002566,21100,3,2016,n
Male,0.5,4583,5.21,2,6,1,2.635701,6,1235,0,965,7,2014,n
Male,0.51,1234,8.35,0,0,0,2.743523,3,575,0,429000,8,2009,n
Unknown,0.52,878,8.35,0,0,0,2.848812,0,417,0,429000,8,2008,n
Female,0.5,2960,5.99,1,1,0,2.622279,5,1013,0,429000,7,2006,n
Female,0.49,4326,5.6,1,0,0,3.037785,3,1281,0.009246,429000,6,2003,n
Female,0.54,3283,8.73,0,4,0,2.497535,2,1064,0,429000,8,2004,n
Male,0.5,5651,6,0,0,1,2.413692,47,1603,0,2710000,10,1998,n
Male,0.47,6612,5.22,1,5,0,2.308775,12,1836,0,2710000,1,1994,n
Male,0.48,1000,7.57,1,1,0,0.1,0,481,0,2710000,11,1984,n
Male,0.5,3774,6,1,15,0,2.689526,4,1236,0,2710000,3,2003,n
Male,0.47,5433,8.74,1,2,1,0.5433,8,1833,0,2710000,5,1996,n
Male,0.53,3441,5.6,0,0,3,2.627969,1,1037,0,2710000,1,2002,n
Male,0.51,8133,4.43,0,7,0,3.218118,7,1538,0,2710000,6,1984,y
Male,0.5,5770,4.82,0,1,0,2.427501,1,1445,0,2710000,6,1982,n
Male,0.5,7289,6.38,0,1,0,3.133454,0,1372,0,2710000,5,1979,y
Male,0.52,3392,4.43,0,0,0,1.729746,5,1061,0,2710000,12,2001,n
Male,0.49,3939,5.6,0,0,0,0.3939,6,1151,0,2710000,3,1973,y
Male,0.49,4611,6.39,1,2,3,0.4611,3,1316,0,2710000,4,1975,n
Male,0.54,3504,6,0,1,0,2.713575,3,1147,0,13800000,2,2004,n
Male,0.52,4548,4.82,3,0,1,2.633733,37,1377,0,14800,5,1985,y
Male,0.47,3862,5.6,0,1,0,0.3862,4,1030,0,14800,2,1974,n
Male,0.47,4799,2.87,17,15,2,2.7772,16,1446,0,14800,5,2012,n
Male,0.47,4799,2.87,17,15,2,2.7772,16,1446,0,14800,5,2012,n
Male,0.49,4270,6,5,7,0,0.427,3,1429,0,728000,4,1999,n
Male,0.5,3709,5.61,1,4,0,2.15525,3,1128,0,3840000,7,1999,n
Male,0.45,7386,6.4,0,0,0,0.7386,55,2092,0,157000,8,2007,n
Male,0.49,8498,7.18,1,1,0,0.8498,14,2527,0.002471,27000000,8,2008,n
Male,0.51,4509,4.83,0,0,0,0.4509,30,1395,0,27000000,8,2005,n
Male,0.52,4626,5.22,10,3,2,2.263314,3,1575,0,27000000,6,1992,n
Male,0.49,4110,6.79,1,0,0,0.411,3,1493,0,27000000,8,2010,n
Male,0.55,3344,6,3,1,1,1.998929,3,1121,0,27000000,6,2007,n
Male,0.44,5329,6.39,4,11,1,0.5329,8,1618,0,27000000,5,1988,n
Male,0.48,7983,6.01,1,0,3,3.185847,9,2469,0.003006,27000000,5,2011,y
Male,0.54,4660,5.22,2,17,0,3.24048,6,1437,0,27000000,9,2003,n
Male,0.49,4105,5.61,1,1,0,2.251952,9,1415,0,27000000,11,2009,y
Male,0.52,9458,4.44,4,11,1,4.724364,18,2429,0.003383,27000000,1,2014,y
Male,0.56,4328,6.77,1,0,0,0.4328,24,1163,0,1390000,5,1975,n
Male,0.56,3986,5.21,3,1,1,0.3986,19,1126,0,732000,6,1977,n
Male,0.51,6427,6.39,1,16,0,2.279537,37,1839,0,1390000,9,1994,n
Male,0.54,3181,6,0,2,0,2.557403,7,1242,0,15500000,6,1979,n
Male,0.54,5045,4.04,3,4,1,3.470362,6,1403,0,1260,1,2003,y
Male,0.49,5115,4.43,4,1,0,1.944634,19,1473,0,4130,11,1999,n
Male,0.5,4531,6,0,4,0,2.721805,12,1500,0,582,10,1986,n
Male,0.53,4557,4.43,1,5,0,2.462271,12,1399,0,586000,10,2000,y
Male,0.51,5457,5.61,8,4,1,2.259283,11,1715,0,1090,8,1992,n
Male,0.51,4154,6,1,14,1,0.4154,11,1387,0,7000000,1,1997,n
Male,0.52,5773,4.43,0,7,1,3.199562,4,1563,0,322000,2,2004,n
Male,0.53,4222,7.95,1,8,0,3.098434,0,1215,0,322000,6,2006,n
Male,0.5,3659,5.21,0,4,1,2.343622,7,1035,0,322000,12,2006,n
Male,0.43,4900,9.91,1,0,0,1.988057,12,1246,0,322000,10,2011,n
Male,0.53,845,6.39,0,0,0,2.902945,0,387,0.007101,322000,4,2009,n
Female,0.51,5417,6.78,0,4,0,2.872387,3,1519,0,322000,6,1998,n
Female,0.46,868,6.78,0,0,0,2.642563,1,408,0,322000,8,2012,n
Female,0.54,6454,6.78,0,2,2,2.435004,7,1440,0,322000,3,2008,y
Female,0.52,5901,6.01,0,2,1,3.12281,25,1522,0,322000,1,2012,y
Female,0.51,4160,6.39,2,1,0,3.46525,1,1296,0,322000,12,2006,n
Male,0.57,4588,6,1,4,5,2.291295,17,1348,0,322000,11,1997,n
Male,0.57,4942,7.18,5,18,2,1.563737,7,1345,0,322000,2,1994,n
Male,0.6,4185,4.05,1,27,5,1.956739,6,1193,0,322000,3,2001,n
Male,0.5,3538,6,1,0,0,2.622077,23,1186,0,322000,11,2005,n
Male,0.47,1171,11.47,0,0,0,0.1171,8,546,0,1550000,1,1892,n
Female,0.49,4368,6.39,0,1,0,0.4368,2,1178,0,19400000,4,1994,n
Female,0.5,3541,6.78,0,4,0,2.216642,2,1058,0,11300,5,1987,n
Female,0.47,5144,7.17,0,0,0,3.014628,49,1479,0,207000,6,2000,n
Female,0.49,3910,5.6,0,2,0,2.45603,1,1231,0,207000,12,2002,n
Male,0.49,4607,4.05,1,2,6,2.575746,5,1560,0,679000,11,2006,n
Male,0.5,3097,4.83,1,2,0,2.938226,8,1011,0,4000000,10,2003,n
Male,0.51,5891,6.01,0,2,0,3.88531,15,2023,0,4000000,8,2003,y
Male,0.47,3848,5.62,4,1,1,2.462041,5,1440,0.003898,4000000,5,2017,n
Male,0.5,4389,7.56,1,1,0,2.58356,10,1321,0.001595,4000000,3,2017,n
Male,0.47,3848,5.62,4,1,1,2.462041,5,1440,0.003898,66700000,5,2017,n
Female,0.55,3366,7.56,0,2,2,1.677987,9,1144,0,175000,6,2013,n
Male,0.5,5793,6.39,2,15,0,3.271925,4,1541,0,2310000,6,1998,n
Male,0.41,1815,3.64,0,0,0,0.1815,3,629,0,44100,8,2002,n
Male,0.5,4212,4.83,0,4,1,2.455614,6,1204,0,2230,3,2015,n
Male,0.5,3983,5.21,0,5,0,2.404171,0,1107,0,7580,6,2011,n
Male,0.47,3781,6,0,2,0,2.647462,3,1295,0,7580,4,2002,n
Unknown,0.49,5355,7.16,2,1,0,3.202465,6,1342,0.002801,7580,5,2015,y
Male,0.42,4101,6.78,0,2,0,2.307777,6,1130,0,34700,3,2008,n
Male,0.44,1506,5.62,0,0,0,0.1506,8,654,0,1450000,4,2015,n
Male,0.48,5540,7.96,0,0,0,2.274238,24,1575,0.003249,4150,8,2015,n
Male,0.49,1542,5.22,0,0,0,3.317994,1,621,0.002594,18600,4,2016,n
Male,0.49,4317,6.01,0,17,0,3.27822,12,1305,0.007644,2190000,9,2015,n
Male,0.45,1425,6.79,0,0,0,3.110086,0,652,0,9410,8,2014,n
Male,0.43,1166,6.01,0,0,0,3.399632,11,522,0,17900,4,2015,n
Male,0.5,2116,6.8,2,3,2,0.2116,8,860,0.005671,2710000,9,2014,n
Male,0.5,1619,7.18,0,0,0,3.009256,4,634,0,8040,8,2016,n
Male,0.49,4981,4.83,0,6,0,0.4981,23,1511,0,3180,1,2015,n
Male,0.51,5323,8.36,0,1,0,2.37994,3,1514,0,3180,8,2016,y
Male,0.47,4393,6.01,1,6,3,3.142562,6,1432,0,3180,1,2016,y
Male,0.51,6953,5.61,0,9,0,4.006661,4,1822,0,2040,7,1998,n
Male,0.51,3740,4.83,1,1,1,3.208172,4,1183,0.001604,4400000,1,2015,y
Male,0.53,3661,6.39,2,2,0,3.067946,10,1106,0,3060000,9,2016,n
Male,0.5,4334,5.23,0,5,2,3.427987,14,1413,0.00623,3060000,1,2017,n
Male,0.43,1307,7.18,0,0,0,3.252062,0,586,0,3060000,8,2015,n
Male,0.58,1439,4.05,0,0,3,3.268889,1,633,0,3060000,4,2017,n
Female,0.47,4023,6,0,1,0,2.357724,8,1080,0,3060000,8,2016,y
Female,0.54,3646,4.04,0,10,1,2.386653,3,1077,0.003291,3060000,9,2009,y
Female,0.47,5168,6.39,3,3,0,2.576731,9,1568,0,16500,8,2013,y
Female,0.49,6902,7.96,0,4,1,3.919453,14,2075,0,224000,7,2001,n
Male,0.52,5121,4.82,0,9,1,2.945758,10,1414,0,4240000,2,1995,n
Male,0.51,4542,6.78,2,0,0,2.442454,20,1320,0,15300,2,2001,n
Male,0.49,4819,4.82,4,7,0,0.4819,9,1263,0,1810000,6,1994,n
Male,0.51,5280,4.83,0,31,1,3.007108,23,1190,0,74900,5,1997,y
Male,0.52,4434,6.78,2,8,1,2.431234,6,1415,0,74900,11,1998,n
Male,0.47,2763,5.22,0,2,0,1.63058,8,944,0,74900,4,2013,n
Male,0.54,4021,5.21,4,1,0,2.504809,2,1196,0,12500000,3,1974,n
Male,0.49,4726,5.99,1,0,0,2.263826,18,1447,0,1220,8,1989,n
Male,0.51,4393,5.21,4,2,0,0.4393,2,1189,0,23800,10,1985,n
Male,0.49,4659,6.78,1,5,0,2.43609,5,1319,0,171000,2,1976,n
Male,0.53,5044,6.38,4,1,1,2.586589,21,1367,0,3790000,3,2001,n
Male,0.5,5437,6.39,3,9,0,2.088028,44,1494,0,1500000,3,1995,n
Male,0.53,3553,4.82,2,3,4,2.225376,6,1082,0,475000,10,1993,n
Male,0.52,4468,6,0,5,0,2.752859,5,1432,0,475000,8,2002,n
Male,0.54,3913,4.82,3,6,6,2.284933,2,1022,0,257000,10,2007,n
Male,0.48,4009,4.43,0,4,1,2.093875,4,1224,0,48800,3,2011,n
Male,0.45,3847,7.17,0,0,0,2.838874,7,1215,0,11500,11,1977,n
Male,0.5,4903,6.78,0,1,0,2.427599,12,1460,0,10700,8,1980,n
Male,0.48,3666,6.38,0,7,0,2.189044,4,1125,0,535000,2,1992,n
Male,0.5,5068,5.6,1,12,1,2.268411,5,1316,0,44500,11,1992,n
Male,0.47,6317,6,2,0,1,2.417279,6,1720,0,21000,1,1977,n
Male,0.49,5025,6.78,0,0,0,2.550948,6,1394,0,3720000,1,1979,y
Male,0.46,3608,5.99,0,3,0,0.3608,0,1161,0,18700,7,1973,n
Male,0.47,5285,5.21,3,5,3,2.49127,9,1425,0,32700,11,2003,n
Male,0.53,5190,6,0,5,1,2.570569,2,1490,0,32700,8,1984,n
Male,0.53,3974,5.61,8,0,0,2.499447,9,1362,0,32700,3,1987,n
Male,0.5,4001,6.79,0,2,0,2.555935,9,1422,0,32700,9,1987,n
Male,0.49,4401,6.39,4,0,0,2.056696,12,1348,0,32700,2,1988,n
Male,0.48,4067,6.78,7,0,0,2.593609,6,1143,0,32700,2,1997,n
Male,0.49,4315,6,8,0,0,1.908148,3,1296,0.002549,32700,3,1990,n
Male,0.5,5401,4.43,9,1,0,2.633668,3,1331,0.029809,32700,1,1981,n
Female,0.49,2700,7.56,0,0,0,2.303812,1,941,0,32700,4,2016,n
Female,0.5,2915,6.78,4,5,0,0.2915,2,995,0,32700,8,2010,n
Female,0.48,4657,4.82,0,0,0,0.4657,6,1230,0,32700,7,1974,n
Female,0.51,4407,5.61,0,2,0,3.539236,14,1264,0.006807,32700,6,2004,y
Male,0.47,6002,6,5,14,0,2.635465,1,1748,0,32700,8,2004,y
Male,0.49,4015,6.39,0,6,0,3.088892,0,1095,0,32700,7,2002,n
Male,0.42,9822,4.83,0,0,0,3.622848,52,2734,0,1370000,1,1998,n
Male,0.51,3677,5.6,0,0,0,0.3677,0,986,0,924000,5,1995,n
Male,0.46,4108,5.21,0,1,0,2.116979,2,1143,0,30300,8,2007,n
Male,0.54,3971,7.57,0,2,0,2.588126,11,1314,0,30300,12,2003,n
Male,0.49,3832,6.39,2,3,1,2.783039,2,1050,0,9200,6,2011,n
Male,0.5,4686,6.38,2,1,1,3.244697,0,1258,0,543000,5,2001,n
Male,0.53,2902,6,3,1,0,2.425778,8,946,0,2610,3,2014,n
Male,0.49,4228,4.83,1,1,0,1.789926,3,1427,0,19800,5,2013,y
Male,0.55,4249,5.99,1,0,0,2.287413,4,1285,0,326000,4,2001,y
Male,0.47,3965,6.79,0,0,1,2.618194,2,1259,0,326000,4,2014,n
Male,0.49,3981,6.78,2,3,0,2.445059,5,1344,0,326000,11,2003,n
Male,0.46,3407,6,1,0,0,0.3407,21,1299,0.002642,326000,7,1995,n
Unknown,0.52,2324,4.43,0,0,0,1.491151,9,667,0,15800000,9,2005,n
Unknown,0.43,6317,7.17,0,1,0,3.074285,14,1591,0,916000,1,1999,n
Unknown,0.45,4751,9.92,0,1,0,0.4751,1,1484,0,62700,10,1997,n
Unknown,0.46,4629,6.39,0,3,0,3.229655,9,1462,0,13300000,7,2004,n
Male,0.51,3061,6.77,6,0,0,2.805882,10,873,0,13300000,11,1978,n
Male,0.47,5491,4.42,0,0,0,3.024389,21,1195,0,13300000,10,1977,n
Male,0.51,4693,6.38,3,2,0,2.444678,15,1035,0,663000,9,1975,n
Male,0.43,5019,5.59,2,0,0,2.416029,10,1071,0,606000,10,1979,n
Male,0.52,4734,6.38,0,0,0,0.4734,6,1101,0,40100,10,1973,n
Male,0.49,3621,4.03,0,3,1,2.198148,6,898,0,40100,2,1975,n
Male,0.47,4440,2.47,2,3,0,1.967618,3,976,0.298198,806000,10,1981,n
Male,0.48,4404,5.6,17,5,0,2.176119,15,1040,0,68900,9,1976,n
Male,0.48,4131,5.99,2,0,0,2.445915,13,1127,0,68900,11,1980,n
Male,0.45,3841,7.16,0,0,0,0.3841,4,902,0,68900,10,1972,n
Male,0.5,4378,3.65,5,9,0,2.190757,3,1439,0,68900,2,2011,n
Male,0.5,3507,7.17,0,0,0,1.789254,27,1205,0,68900,11,1974,n
Female,0.45,4126,6,1,1,0,2.609153,0,1436,0,82800,11,2015,n
Female,0.47,6428,6.39,0,1,0,2.560875,1,1617,0,3860000,1,2016,y
Male,0.53,4182,3.26,3,14,0,2.26297,3,1352,0.002869,3860000,12,2014,y
Female,0.49,3205,6.39,0,3,0,2.547338,1,1082,0,5140000,3,2004,n
Unknown,0.5,4340,4.82,0,0,0,0.434,4,1115,0,740000,3,1985,n
Unknown,0.45,2807,9.13,0,0,0,0.2807,1,936,0,544000,1,1976,n
Unknown,0.52,4914,6.77,0,5,0,0.4914,5,1079,0,400000,5,1974,n
Unknown,0.5,3986,5.6,0,3,0,2.289275,6,957,0,2670,3,1975,n
Unknown,0.5,4660,5.99,1,1,1,1.83846,3,1053,0,751000,5,1982,n
Unknown,0.48,4483,4.82,0,1,1,2.098521,9,1142,0,751000,4,1980,n
Unknown,0.42,3961,6.39,0,2,0,2.495556,10,1223,0.001515,400000,11,1996,n
Female,0.52,4466,5.61,3,6,4,2.87493,3,1204,0,6220,6,2005,n
Female,0.5,5239,5.22,8,9,1,3.150983,7,1617,0,6510,5,1998,y
Female,0.48,4913,7.17,1,1,7,3.485913,4,1282,0,6510,6,2001,n
Female,0.56,5248,4.83,5,17,2,2.571109,16,1542,0,62300,9,2013,y
Female,0.49,3663,6.39,0,6,0,2.791959,4,1184,0,3550000,5,2011,n
Female,0.5,4077,6.78,1,2,0,2.80968,11,1254,0.007113,6320,6,2009,n
Female,0.51,4176,5.61,0,27,2,1.581609,9,1238,0,6320,12,1993,y
Male,0.51,5976,8.74,3,7,0,2.168643,1,1597,0,6320,1,1995,n
Male,0.51,4385,7.55,0,0,1,2.357594,12,1099,0,6320,10,1980,n
Male,0.54,5109,7.55,1,4,1,2.045983,9,1325,0,9510,9,1992,n
Male,0.47,5699,5.22,0,0,0,1.905997,19,1489,0,33800,11,1994,n
Male,0.54,4184,7.17,1,2,0,2.336574,14,1221,0,530000,1,1986,n
Male,0.51,3548,6.39,2,0,1,2.019247,1,1159,0,530000,8,2009,n
Male,0.49,4984,4.43,0,2,0,1.917858,9,1306,0.002006,530000,11,2010,n
Male,0.48,5091,5.99,0,0,0,2.104248,2,1134,0,2400000,9,1979,n
Male,0.54,5098,6.38,0,2,0,2.247616,7,1148,0,2400000,9,1987,n
Male,0.52,5416,7.17,1,1,1,1.981074,16,1354,0.001662,760000,8,2013,y
Male,0.49,4232,6.38,0,0,0,1.79023,3,1120,0,1630000,11,1983,n
Male,0.45,4463,7.18,1,1,0,0.4463,9,1509,0,4440000,8,1996,n
Male,0.53,5882,7.96,0,6,0,2.477897,13,1724,0,9800000,8,2003,y
Male,0.53,4424,6.78,0,8,2,2.515679,10,1239,0,4850,3,2001,n
Male,0.51,5506,6.78,0,1,1,2.279278,12,1472,0,4850,3,1996,n
Male,0.52,5945,6,0,8,0,2.290485,7,1602,0,411000,3,2002,y
Male,0.45,5149,6.78,0,1,0,2.09279,41,1613,0,411000,11,1989,n
Male,0.53,4888,6.77,0,0,0,2.510986,25,1028,0,411000,5,1978,n
Female,0.48,6395,6.39,2,1,0,2.636763,14,1949,0,411000,10,1996,y
Male,0.52,3541,6,0,0,0,1.672821,7,1171,0,9800000,9,1994,n
Male,0.47,1092,4.83,0,2,0,3.188822,1,542,0,964000,8,2016,n
