@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R2,7,9,11-12,15,17-18,20'

@attribute Gender {Male,Female,Unknown,Combo}
@attribute Subjectivity numeric
@attribute WordCount numeric
@attribute FleschReading numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute TalkingSpeed numeric
@attribute AuthorityMentions numeric
@attribute WordQuantity numeric
@attribute PercentInQuotes numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
Male,0.51,4304,5.61,1,1,3,0.4304,24,1328,0,70,12,2005,n
Male,0.49,4283,5.61,0,4,0,2.404982,13,1352,0,7660000,10,2010,n
Male,0.54,4336,6.79,0,1,0,1.885558,7,1194,0.01476,22200000,8,2007,n
Male,0.48,4284,4.43,3,1,0,1.99108,2,1342,0,1210000,7,1984,n
Male,0.48,4263,4.82,0,14,3,1.361893,3,1020,0,500000,12,1983,n
Male,0.47,4253,4.44,1,11,1,2.135832,34,1172,0.015989,8430000,6,2012,n
Male,0.43,4229,5.22,3,3,0,2.310164,8,1459,0,776000,10,2012,y
Male,0.49,4241,5.6,0,0,0,0.4241,28,1126,0,376000,1,1973,n
Female,0.52,4232,6,1,0,0,2.358434,7,1245,0,8750,11,2000,n
Male,0.49,4226,4.82,0,0,0,2.401457,5,1399,0,1870000,11,2014,n
Male,0.49,4227,7.18,2,5,3,2.952695,8,1429,0.03312,79600,9,1981,n
Male,0.5,4206,6.39,0,0,0,0.4206,9,963,0,982,2,1976,n
Female,0.5,4208,6.39,0,5,0,3.14337,19,1246,0,586,2,2016,n
Male,0.47,4208,6.8,1,8,1,2.659301,7,1615,0,468000,2,2017,y
Male,0.53,4211,6.39,2,17,0,2.646186,9,1433,0,12800,2,2010,n
Combo,0.5,4198,5.6,0,1,0,2.265853,2,1207,0,110000,9,1994,n
Combo,0.48,4212,4.83,0,4,2,2.810258,8,1337,0.000237,7420,1,2003,n
Male,0.53,4182,3.26,3,14,0,2.26297,3,1352,0.002869,3860000,12,2014,n
Male,0.53,4171,5.6,0,3,0,2.124634,8,1118,0,376000,11,2011,y
Female,0.49,4177,4.44,2,9,0,2.819615,29,1337,0,35800,4,2004,n
Male,0.55,4183,7.17,3,0,0,1.656101,0,1148,0,541000,6,1986,y
Male,0.51,4165,4.83,2,31,1,2.687069,2,1254,0,5180000,3,2007,n
Male,0.44,4179,5.99,0,7,0,2.357748,6,1157,0,47200,5,2010,n
Female,0.52,4168,5.62,2,3,4,2.067667,7,1277,0.006718,61500,4,2013,n
Male,0.49,4166,4.04,0,12,1,2.445624,2,1201,0,6880,12,2009,y
Female,0.51,4154,5.99,0,5,0,2.377808,10,979,0,118000,11,2012,n
Male,0.49,4168,4.43,2,2,0,0.4168,4,1352,0,1210000,6,1999,n
Male,0.54,4160,7.96,0,1,0,1.82146,1,1201,0,22200000,1,2002,y
Male,0.48,4139,5.22,0,1,0,2.550373,5,1294,0.00145,4450,12,2011,y
Female,0.44,4150,6.39,0,1,0,2.368361,7,1283,0,18500,6,2008,n
Unknown,0.43,4160,6.79,4,5,5,2.306901,3,1316,0,19300,1,1998,n
Male,0.56,4145,6.78,0,0,0,1.815511,26,1196,0,7910,8,1992,n
Male,0.49,4142,4.83,21,9,5,0.4142,8,1254,0,7680000,11,1988,n
Male,0.54,4097,7.17,1,6,0,2.67937,5,1240,0.002441,462,7,2016,n
Female,0.52,4094,6.39,2,9,6,0.4094,3,1180,0,212000,6,1989,n
Male,0.57,4111,6.39,0,0,0,2.317926,6,1133,0,22200000,9,1999,n
Male,0.48,4103,4.43,3,1,0,1.921326,7,1278,0.001462,12900000,11,1973,n
Female,0.45,4088,7.57,1,0,0,2.611586,6,1173,0,569000,10,2013,n
Male,0.54,4096,6.78,0,0,0,0.4096,1,1132,0,22200000,4,2011,n
Male,0.5,4083,4.43,1,1,0,2.383771,7,1322,0,376000,11,2006,n
Male,0.48,4093,6.4,4,3,0,2.631924,1,1365,0,2470,7,2003,n
Male,0.6,4079,4.82,8,1,2,3.233223,2,1270,0,96000,9,1974,n
Male,0.49,4075,6,0,0,1,2.253363,49,1244,0,322000,6,1994,n
Male,0.51,4060,6.78,1,4,0,2.770969,3,1394,0,22300,11,2014,y
Male,0.55,4055,5.6,0,0,0,0.4055,1,945,0,982,5,1977,n
Male,0.43,4060,6.39,1,0,0,2.334119,0,1315,0.001478,6130,1,2008,n
Male,0.44,4056,3.26,1,5,1,2.4835,3,1225,0.004191,82800,5,2017,y
Female,0.51,4060,5.21,1,0,0,0.406,16,1197,0,2620000,6,1973,n
Male,0.43,4050,7.18,0,1,0,2.347097,4,1288,0,1370,11,2011,n
Male,0.44,4046,4.43,0,1,0,2.244901,8,1274,0,45600,7,2008,n
Male,0.52,4034,6,4,1,0,2.455145,0,1213,0,560000,10,2015,n
Male,0.46,4023,5.22,1,0,0,2.021121,4,1141,0.025603,982,9,1981,n
Male,0.51,4034,5.22,0,2,0,2.199127,4,1200,0,914,3,1994,n
Male,0.48,4002,4.83,2,11,4,2.738115,12,1199,0,7680000,9,2000,n
Male,0.46,4009,4.82,0,2,0,2.543102,6,1216,0,965000,2,2012,n
Male,0.56,3978,4.83,4,0,4,1.870786,1,1036,0,606000,7,2009,n
Male,0.52,3987,7.55,1,0,0,0.3987,1,1090,0,63600,11,1975,y
Male,0.46,3981,7.17,0,3,0,2.645946,5,1314,0,673000,10,2005,n
Male,0.55,3974,6.39,0,6,3,3.171446,2,1151,0,19300,11,2004,n
Male,0.44,3969,8.74,2,1,0,2.573654,2,1365,0,1190,6,2002,n
Male,0.5,3968,5.62,0,13,0,2.606046,13,1330,0.014617,174000,2,2014,n
Unknown,0.5,3945,6.77,7,2,2,2.289973,0,1338,0,290000,6,2011,n
Male,0.52,3922,5.22,8,2,1,1.920739,15,1339,0,7680000,2,1993,n
Male,0.53,3927,9.52,0,3,1,2.102885,3,1243,0,22200000,8,1982,n
Male,0.5,3921,6.78,0,3,0,2.061598,9,1331,0,700000,10,2010,n
Unknown,0.46,3917,6.39,0,0,0,2.803667,2,1272,0,19300,9,2002,n
Female,0.51,3919,6.78,0,0,0,2.782956,13,1249,0.000255,26300,12,2008,n
Male,0.51,3912,7.17,1,0,3,2.595168,3,1281,0,500000,8,2014,n
Male,0.51,3902,5.6,1,1,0,0.3902,7,1069,0.000256,1240,9,1975,n
Male,0.55,3883,4.82,0,7,0,2.460926,9,1073,0,3700000,12,2007,n
Male,0.52,3891,7.17,1,0,1,0.3891,3,1191,0,2990000,2,1974,n
Male,0.52,3898,3.66,10,13,3,2.209883,13,1365,0.000513,56800,9,2008,n
Unknown,0.49,3881,6,4,5,3,0.3881,18,1224,0,19300,9,1996,n
Male,0.47,3866,4.44,0,13,0,2.290526,9,1223,0.008536,49000,5,2010,n
Male,0.52,3849,7.17,0,0,0,0.3849,2,1034,0,107000,7,1985,n
Male,0.48,3835,4.04,1,1,0,1.82968,9,1337,0,376000,11,2007,n
Male,0.52,3829,6.38,0,1,0,0.3829,3,953,0,2990000,12,1979,n
Female,0.55,3816,6.39,0,1,0,2.239044,1,1163,0,653,7,2007,n
Male,0.52,3795,6,2,7,1,2.466866,7,1105,0,735000,5,2006,n
Male,0.5,3789,7.56,0,1,0,2.364311,5,1110,0,2860000,9,1989,n
Male,0.44,3815,4.83,2,15,0,0.3815,5,1039,0,2440000,5,2007,n
Male,0.5,3788,4.82,1,1,0,2.54705,28,1114,0,5530000,7,2002,n
Male,0.51,3791,5.21,0,0,0,2.113604,0,1141,0,6180,7,1980,n
Male,0.47,3778,5.22,0,4,1,0.3778,12,1268,0,651000,6,1995,n
Male,0.47,3768,5.22,0,2,0,2.417239,2,1299,0,7670000,5,2012,n
Male,0.5,3770,5.61,9,5,0,2.224957,6,1126,0,9740,5,2009,y
Male,0.53,3775,4.82,0,11,0,2.263957,4,947,0,8010,6,1985,n
Male,0.46,3771,7.95,0,4,0,2.153278,4,1259,0,97300,7,2010,n
Male,0.49,3756,5.61,0,8,1,2.92186,7,1270,0.003994,2940,3,2005,n
Male,0.48,3741,7.16,0,0,0,0.3741,25,1057,0,11700,4,1964,n
Male,0.46,3737,7.97,1,0,0,0.3737,0,1326,0,53200,4,1975,n
Unknown,0.49,3734,6.4,0,4,1,3.353603,10,1192,0.017408,341000,6,2004,n
Male,0.52,3743,3.66,4,12,5,2.020954,6,1084,0,7680000,8,1998,n
Female,0.48,3712,7.56,3,5,0,0.3712,4,1340,0,1490000,6,1994,n
Male,0.5,3709,6.39,0,0,4,2.671759,8,1241,0,3010000,7,2004,n
Male,0.5,3706,4.04,0,4,0,0.3706,3,1183,0,9800000,11,1983,n
Male,0.52,3714,2.87,5,10,1,2.253298,3,1090,0,49000,3,2017,y
Male,0.55,3700,6.78,0,3,0,2.825733,7,1225,0,3390000,3,2010,n
Female,0.48,3681,7.56,0,0,0,2.212879,4,1236,0,66400,9,2011,n
Male,0.55,3695,6.39,0,7,0,2.338337,6,1081,0.003248,104000,11,2013,n
Male,0.5,3675,4.82,5,8,2,2.239333,5,1153,0,145000000,3,2015,y
Male,0.55,3660,5.61,0,0,0,2.192296,10,1222,0,57400,5,2007,y
Male,0.53,3643,5.21,1,2,4,2.60373,2,1006,0,478000,6,2002,n
Male,0.48,3650,3.66,1,3,3,2.016603,17,1195,0.009315,735000,9,2011,y
Male,0.53,3644,6.4,1,1,0,2.695014,9,1139,0.004116,13400000,1,2010,y
Male,0.49,3629,3.27,3,17,6,2.31981,7,1187,0,7680000,2,2005,n
Male,0.5,3625,6.78,3,1,0,2.585189,4,1206,0,71000,7,2000,n
Male,0.51,3627,3.65,9,16,2,2.110784,17,1126,0,5920000,2,2008,n
Male,0.54,3608,3.26,0,24,4,2.304592,1,1034,0,50200000,11,2012,y
Female,0.54,3609,6.39,1,2,0,3.024406,6,1109,0,410,4,2004,n
Male,0.5,3590,3.66,0,8,0,1.859988,6,1047,0.027577,22200,7,2011,y
Male,0.48,3575,6.39,2,3,0,2.143533,11,1301,0.000839,80,10,2013,n
Male,0.52,3541,6,0,0,0,1.672821,7,1171,0,9800000,9,1994,y
Female,0.49,3475,7.96,0,5,0,1.921025,10,1169,0,539000,5,2012,n
Male,0.5,3478,3.65,5,29,4,2.426525,8,1101,0,590000,3,2012,n
Unknown,0.42,3477,6.39,6,2,0,1.58667,5,1136,0,19300,1,2000,n
Unknown,0.46,3452,4.43,2,8,2,2.799863,5,1046,0,19300,1,1997,n
Male,0.53,3447,4.82,0,2,0,2.143681,3,1098,0,452000,12,2012,n
Male,0.52,3439,5.21,0,1,0,1.222817,2,1020,0,8010,2,1984,n
Female,0.53,3419,6.38,0,9,0,2.207574,1,1005,0,892,10,2009,n
Unknown,0.47,3418,5.61,2,3,0,2.65118,2,1183,0,19300,1,1999,n
Male,0.51,3409,5.6,0,0,1,0.3409,9,955,0,982,1,1980,n
Male,0.51,3407,7.57,0,0,0,2.088333,8,1096,0,7740,9,2015,y
Male,0.48,3397,5.6,0,1,0,0.3397,12,995,0,2990000,9,1979,n
Male,0.52,3396,7.56,0,0,0,0.3396,3,1085,0,7680000,5,1974,n
Female,0.54,3393,7.17,0,0,0,2.291009,3,1068,0,138,7,2008,n
Male,0.52,3375,6.78,0,6,0,2.547021,3,928,0,322000,11,2005,y
Male,0.49,3388,6.39,0,29,0,3.068188,4,1088,0,1000000,6,2005,n
Male,0.54,3384,4.82,0,13,1,0.3384,13,941,0,8010,3,1981,n
Male,0.52,3378,6,2,4,0,2.42201,4,1189,0,7680000,9,1984,y
Male,0.5,3369,4.43,1,0,0,2.709338,18,1005,0,701000,6,2002,n
Male,0.52,3349,5.61,0,2,0,2.559709,6,1055,0,322000,8,2003,n
Male,0.55,3328,5.61,1,3,0,2.106794,4,1219,0,3460000,9,2012,y
Female,0.53,3316,2.87,0,4,0,1.61281,8,1076,0,5430,3,2013,y
Unknown,0.45,3312,6,2,20,0,0.3312,2,1045,0,19300,9,1997,n
Unknown,0.48,3271,7.18,1,0,0,2.798725,4,1174,0,19300,9,2000,n
Male,0.49,3253,6,1,1,0,2.827204,5,1075,0,932,11,2006,n
Male,0.48,3234,7.96,0,2,0,0.3234,9,1233,0.000309,79600,8,1993,n
Male,0.58,3249,3.26,2,3,0,1.55345,5,1208,0,7680000,5,2008,n
Male,0.53,3247,4.83,0,1,0,2.313476,17,1102,0,3610,6,1982,n
Combo,0.52,3234,6.78,1,0,0,2.300779,0,1027,0,110000,9,1990,n
Male,0.52,3177,7.95,0,0,0,0.3177,8,1061,0,96000,9,1979,n
Male,0.49,3164,7.17,1,1,0,2.285436,22,947,0,7740,2,2009,y
Female,0.43,3144,6.39,1,0,0,0.3144,3,1134,0,33100,8,1995,n
Male,0.51,3131,5.6,2,1,0,1.285018,2,1044,0,9800000,5,1982,y
Male,0.51,3140,3.65,2,18,0,2.760957,2,953,0,15700000,4,2004,n
Male,0.52,3129,6.78,0,0,2,2.256178,0,1033,0,889000,6,2003,n
Male,0.52,3104,7.57,0,0,2,1.743146,0,1034,0,889000,10,1981,n
Male,0.58,3094,3.65,6,7,0,2.287273,4,961,0,249000,11,2009,n
Male,0.46,3071,6.38,0,0,0,2.281808,0,1013,0,29700,3,2009,n
Male,0.51,3008,5.61,0,6,0,1.951409,1,1072,0,6270000,6,2010,n
Male,0.45,2974,7.95,0,0,0,1.856865,7,1010,0,2860000,1,1994,n
Male,0.5,2933,8.34,0,1,0,2.691076,18,1108,0,2990000,6,1986,n
Male,0.56,2904,5.21,0,1,2,1.729112,0,711,0,889000,6,1983,n
Female,0.49,2903,5.61,0,1,0,2.132338,6,990,0,975,7,2012,n
Male,0.48,2891,10.3,0,0,0,2.02899,3,1002,0,79600,1,1974,n
Male,0.52,2860,6,0,2,0,1.942231,1,924,0,22200000,1,2001,n
Unknown,0.44,2861,7.18,0,0,0,2.564772,8,970,0,19300,9,1998,n
Male,0.55,2825,7.96,0,0,0,1.923995,1,992,0,22200000,8,2008,n
Male,0.51,2813,9.13,0,0,0,0.2813,1,907,0,2860000,4,1982,n
Male,0.51,2805,10.69,1,0,0,2.123906,4,1046,0,2860000,1,1995,n
Male,0.47,2789,7.95,0,1,0,1.770771,0,947,0,2860000,1,1992,n
Female,0.51,2784,5.61,3,2,0,3.047855,3,990,0,584000,8,2004,n
Male,0.47,2780,9.13,0,0,0,0.278,8,963,0,982,10,1984,n
Male,0.52,2768,3.66,1,7,1,1.702213,14,888,0,8010,1,2011,y
Male,0.48,2752,6,0,8,0,1.427481,10,1039,0,79600,8,1993,n
Male,0.48,2754,8.73,0,1,0,2.554845,5,999,0,2860000,9,1995,y
Male,0.49,2734,9.52,0,0,0,2.004548,1,927,0,2860000,9,1992,n
Male,0.58,2743,7.18,0,5,0,1.831506,3,905,0,22200000,3,2008,n
Female,0.54,2672,4.43,3,7,0,2.234024,2,1047,0,424000,11,1994,n
Male,0.46,2643,3.26,2,6,0,2.222493,2,941,0,7680000,12,2002,y
Male,0.52,2635,6,1,2,0,2.074408,4,965,0,3460000,4,2015,n
Male,0.54,2609,7.96,0,0,0,2.256712,1,898,0,22200000,4,2004,n
Male,0.56,2586,6,1,1,0,2.063193,5,853,0,322000,4,2006,n
Male,0.55,2552,8.35,0,1,0,0.2552,12,810,0,9080,8,2006,n
Male,0.54,2545,5.21,1,0,0,0.2545,3,866,0,7740,8,2013,n
Female,0.51,2505,6,1,0,0,2.846591,5,926,0.079441,12700,9,2013,n
Male,0.49,2458,7.56,0,0,0,0.2458,2,843,0,2860000,9,1991,n
Male,0.51,2434,3.66,10,8,1,2.012301,10,934,0.002465,7680000,8,2014,y
Male,0.52,2381,8.73,0,0,0,1.925549,9,818,0,2860000,9,1993,n
Male,0.5,2320,5.61,1,0,0,0.232,12,780,0,1240,4,1978,n
Female,0.56,2281,7.17,1,4,0,2.8009,3,709,0,4090,1,2015,n
Female,0.57,2237,6.78,1,2,0,2.458242,4,882,0.101475,12700,9,2012,n
Female,0.46,2157,6.39,2,4,2,1.003697,3,749,0,12700,9,2004,n
Female,0.51,2127,5.6,0,3,0,2.476135,6,708,0.076164,12700,1,2011,n
Female,0.49,2049,5.21,0,0,0,2.539033,1,743,0.036115,12700,9,2010,n
Female,0.46,2019,7.16,0,4,0,2.667107,2,680,0.043091,12700,9,2009,n
Female,0.47,1983,5.99,0,0,2,3.060185,2,716,0.122037,12700,1,2006,n
Male,0.42,1968,7.17,0,0,0,1.805964,0,871,0,42100000,11,1983,n
Female,0.53,1944,5.6,1,1,0,2.813314,2,702,0.058128,4090,9,2016,n
Male,0.58,1925,7.17,0,0,0,0.1925,4,693,0,96000,9,1980,n
Female,0.57,1925,5.21,0,2,0,2.55984,2,718,0.112208,12700,1,2009,n
Female,0.56,1924,4.04,0,1,0,2.941896,4,701,0.059252,12700,8,2005,n
Female,0.53,1922,6.39,0,1,0,2.206659,0,772,0.122789,894000,9,1988,n
Female,0.52,1922,7.17,0,0,0,2.329697,2,739,0.021332,12700,9,2011,n
Male,0.52,1871,6.78,0,0,0,0.1871,0,736,0,9080,11,1980,n
Female,0.57,1884,5.21,1,2,0,2.190698,3,736,0.041932,894000,9,1987,n
Female,0.55,1877,7.56,0,0,0,2.628852,2,664,0.050613,12700,1,2008,n
Female,0.56,1869,4.82,1,1,0,2.588643,5,638,0.037453,12700,1,2007,n
Male,0.47,1821,11.48,0,0,0,1.673477,2,695,0,51600000,4,2015,n
Female,0.46,1837,6,0,1,0,2.242979,14,695,0.096897,12700,1,2010,n
Female,0.51,1810,7.18,0,1,0,2.593123,0,673,0.034807,4090,1,2017,n
Male,0.59,1778,3.66,5,5,0,2.059409,5,742,0,7680000,4,2009,n
Female,0.49,1751,4.43,0,1,0,2.913478,4,684,0.154769,12700,1,2005,n
Female,0.52,1726,5.61,0,1,1,3.190388,4,716,0.130939,12700,9,2006,n
Female,0.51,1581,6.78,0,0,0,2.189751,0,715,0.032258,894000,1,1987,n
Female,0.6,1477,7.56,0,0,0,2.028846,0,589,0.075152,894000,1,1989,y
Female,0.55,1476,8.34,1,1,0,2.253435,0,524,0.012195,12700,9,2008,n
Female,0.61,1477,4.83,0,4,0,2.90254,0,588,0,4090,9,2015,n
Female,0.52,1451,4.82,0,0,0,2.149947,3,533,0,4090,1,2016,n
Female,0.49,1387,6.39,0,1,0,2.641905,4,581,0.228551,894000,1,1986,y
Female,0.46,1374,7.17,0,0,0,2.4307,0,620,0,8240,8,2005,n
Female,0.56,1336,6.38,0,0,0,2.226667,1,575,0.107036,894000,9,1985,n
Female,0.57,1281,9.52,1,1,0,2.896104,0,593,0,14400,8,2006,n
Female,0.44,1229,5.61,0,4,0,2.182948,0,567,0.17738,894000,1,1984,n
Male,0.49,1107,11.48,0,0,0,0.1107,0,506,0,6090,8,2003,n
Male,0.53,1100,7.18,0,0,0,0.11,3,479,0,22200000,8,2003,n
Female,0.49,1093,6.78,0,0,0,3.02929,5,492,0,12700,1,2004,n
Male,0.5,1096,7.18,0,0,0,2.61841,0,571,0,239000,4,2008,n
Male,0.49,1038,9.92,0,0,0,0.1038,0,512,0,900000,4,2004,n
Male,0.51,1036,4.44,2,1,0,2.853785,1,545,0,489000,4,2007,n
Female,0.43,1020,7.97,0,0,0,0.102,1,559,0,73300,8,2013,n
Unknown,0.49,1018,5.61,0,0,0,2.352916,3,424,0,1510,4,2014,n
Male,0.45,947,7.18,0,0,0,0.0947,2,491,0.003168,3080000,8,2013,n
Male,0.45,945,6.79,0,0,0,1.855632,2,457,0,3080000,4,2013,n
Female,0.52,941,7.17,1,1,1,0.0941,2,456,0,10800,8,2010,n
Male,0.45,937,5.61,0,0,0,2.475127,2,412,0.003202,2940000,4,2015,n
Female,0.48,928,8.34,0,1,1,0.0928,5,422,0,3600,4,2014,n
Female,0.49,914,8.74,0,0,2,2.656318,0,407,0,10400,8,2007,n
Female,0.54,872,9.13,0,0,0,2.772123,2,423,0,1620,4,2011,n
Male,0.57,846,6.79,0,0,0,0.0846,2,446,0,3080000,8,2012,n
Unknown,0.55,832,7.18,0,0,0,2.041533,0,418,0,1510,8,2015,n
Female,0.49,812,6.39,0,0,0,2.478522,2,355,0,4950,8,2014,n
Male,0.55,750,5.61,0,1,0,2.154763,10,373,0,7680000,8,2015,n
Unknown,0.54,759,6.78,0,0,0,0.0759,1,407,0,1910,4,2005,n
Unknown,0.54,746,4.43,0,0,0,0.808859,0,323,0,19300,9,2001,n
Male,0.43,728,5.61,0,1,0,2.305786,2,350,0,252000,4,2012,n
Unknown,0.57,683,6,0,0,0,2.202212,1,353,0,1510,8,2014,n
Male,0.52,645,5.22,0,0,0,0.0645,2,358,0,3080000,4,2012,n
Unknown,0.54,522,6,0,0,0,2.022563,0,273,0,1510,4,2015,n
Male,0.56,456,5.61,0,0,0,3.360981,0,275,0,79600,4,1980,n
Male,0.48,4049,6.97,0,4,0,0.4049,12,1451,0,4240,3,2000,n
Male,0.49,4224,4.04,4,25,2,2.752408,6,1376,0,76200,1,2007,n
Male,0.52,4736,5.84,0,4,0,2.716776,13,1434,0.034417,81300,9,2017,y
Male,0.52,3349,5.73,0,2,0,2.559709,6,1055,0,322000,8,2003,n
