Pageviews,Polarity,Subjectivity,WordCount,FleschReadingEase,Ot,Nt,Bom,Dyc,Pogp,AllScriptureCount,NameMentions,TimeElapsed,AppealToAuthority,WeToYouRatio,WordQuantity,UseOfI,WordsInItalics,QuotesInQuotationMarks,DaysElapsed,NameSearchResults,Name
186,0.21,0.53,2432,6.0,0,0,0,1,1,2,0,1379.3493333333333,2,41.286,957,28,121,117,3717,268000,Gordon B. Hinckley
1522,0.23,0.54,3324,6.6,0,0,1,2,1,4,0,1664.704,2,25.35,1081,67,112,357,9170,268000,Gordon B. Hinckley
170,0.27,0.56,3079,7.9,0,0,0,0,0,0,1,1758.912,8,6.87,888,58,40,141,11753,268000,Gordon B. Hinckley
267,0.24,0.58,3621,8.8,0,0,0,2,0,2,0,1855.5093333333334,6,5.765,1134,65,265,121,10306,268000,Gordon B. Hinckley
531,0.16,0.5,5150,6.4,0,5,3,5,0,13,1,1318.592,5,120.024,1520,118,801,691,4501,784000,Gordon B. Lindsay
22,0.18,0.45,3959,8.2,0,2,1,2,0,5,1,1886.1001666666666,12,138.857,1175,91,194,422,1722,1380000,Gordon Limb
53,0.11,0.51,4695,6.3,0,2,4,0,0,6,0,1783.1906666666666,9,178.571,1080,160,180,87,3482,3330000,Gregory Clark
196,0.15,0.48,3952,9.0,0,0,1,0,0,1,1,1593.576,1,54.321,1080,105,90,105,2226,793000,Gregory F. Burton
749,0.13,0.51,5574,6.5,0,1,0,0,0,1,1,2513.2586666666666,7,75.438,1161,203,227,394,13778,494000,H. Burke Peterson
247,0.12,0.53,3974,7.1,0,1,0,2,0,3,0,2000.3786666666667,4,25.09,1206,60,39,116,12446,494000,H. Burke Peterson
6,0.22,0.51,4494,7.2,1,0,5,1,0,7,1,2093.942666666667,5,15.574,1526,47,585,565,2912,4310000,H. David Burton
274,0.16,0.45,3704,8.0,0,0,1,6,1,8,0,1525.7813333333334,0,126.75,1314,14,86,96,5306,9070,H. Dennis Tolley
95,0.12,0.54,3814,5.7,0,2,0,0,0,2,0,1318.9333333333334,1,7.86,988,101,769,469,4536,44000,Hal B. Heaton
232,0.2,0.53,7321,8.6,0,5,0,2,1,8,0,2504.0426666666667,23,9.877,1684,169,228,2418,16142,4870000,Harold B. Lee
735,0.18,0.52,2643,5.5,0,2,0,0,0,2,1,995.7986666666667,4,27.113,761,77,42,482,15969,28700,Hartman Rector Jr.
251,0.23,0.54,9208,6.0,0,0,1,0,0,1,3,2125.1626666666666,14,63.004,1645,167,961,581,16389,28700,Hartman Rector Jr.
1208,0.23,0.54,4123,6.7,2,6,3,2,0,13,2,1182.7413333333334,6,12.844,1224,52,506,612,13860,28700,Hartman Rector Jr.
2397,0.24,0.53,6032,4.7,0,10,4,2,0,16,1,2371.1786666666667,20,25.597,1170,171,783,1255,12621,28700,Hartman Rector Jr.
20,0.16,0.48,4537,5.1,0,1,3,15,2,21,0,1522.688,9,120.0,1349,61,202,806,4767,61500,Heidi S. Swinton
465,0.11,0.46,3499,4.7,6,7,4,8,1,26,0,1461.1183333333333,13,255.364,1217,53,319,530,4953,61500,Heidi S. Swinton
192,0.16,0.47,4773,6.6,1,0,8,3,0,12,0,1879.0613333333333,5,19.82,1116,96,620,124,6897,63800,Henry B. Eyring
1052,0.2,0.52,6667,6.5,1,1,9,3,0,14,1,2752.328,8,6.202,1321,77,766,227,8689,63800,Henry B. Eyring
940,0.2,0.53,4049,7.3,0,0,1,0,0,1,1,1817.28,5,73.014,1026,33,107,95,7336,63800,Henry B. Eyring
6147,0.18,0.45,5888,6.5,0,1,4,0,1,6,1,3356.3236666666667,9,3.165,1313,132,755,514,11524,63800,Henry B. Eyring
114,0.16,0.5,4703,5.9,0,3,11,2,0,16,0,2177.768,8,42.882,1243,71,1007,301,9506,63800,Henry B. Eyring
1375,0.15,0.49,6113,5.7,0,3,9,2,0,14,0,2251.114666666667,29,3.388,1295,200,713,479,10250,63800,Henry B. Eyring
521,0.21,0.52,4828,7.2,2,0,5,6,0,13,0,1815.232,7,162.769,1311,48,1855,51,7763,63800,Henry B. Eyring
312,0.21,0.51,5249,9.0,2,1,3,5,2,13,0,1921.3866666666668,3,292.324,1232,29,1022,323,8052,63800,Henry B. Eyring
665,0.19,0.49,4400,4.7,0,5,0,0,0,5,1,1775.9786666666666,2,9.344,1135,111,214,336,13489,63800,Henry B. Eyring
1034,0.21,0.57,4893,6.1,0,2,5,2,0,9,1,1780.7573333333332,1,15.385,1096,94,718,123,4090,63800,Henry B. Eyring
872,0.15,0.55,4495,6.7,0,0,7,2,2,11,0,1544.896,4,9.228,1135,68,861,107,11326,63800,Henry B. Eyring
7129,0.2,0.56,4428,6.9,0,1,3,2,0,6,0,1493.3546666666666,5,32.143,1030,52,763,97,6307,63800,Henry B. Eyring
2139,0.12,0.47,5939,6.1,0,0,0,3,0,3,1,2522.816,21,10.522,1167,175,607,367,10670,63800,Henry B. Eyring
2984,0.22,0.53,4660,8.2,0,2,4,7,0,13,1,1515.8826666666666,3,74.817,1016,41,962,163,7744,63800,Henry B. Eyring
7,0.19,0.54,3430,5.6,1,4,4,2,0,11,0,1647.8093333333334,6,26.667,879,37,412,74,3598,63800,Henry B. Eyring
15,0.17,0.54,5371,5.7,2,0,8,3,0,13,1,2296.8533333333335,10,5.207,1154,107,976,248,9914,63800,Henry B. Eyring
121,0.14,0.48,4000,7.0,2,3,2,4,7,18,0,2092.3733333333334,5,11.458,1182,35,310,506,6839,720000,Jeffrey R. Holland
299,0.14,0.51,6263,7.3,2,3,1,3,0,9,1,1908.7573333333332,12,23.276,1825,91,920,488,12726,283000,Jeffrey R. and Patricia T. Holland
35,0.12,0.45,3629,7.6,2,4,0,1,0,7,1,2042.1026666666667,4,51.372,1152,52,306,264,3234,720000,Jeffrey R. Holland
12,0.08,0.51,6257,6.7,5,1,2,5,2,15,1,2043.9253333333334,5,1.766,1841,95,241,746,13762,720000,Jeffrey R. Holland
53,0.13,0.54,5316,6.5,3,6,7,4,0,20,2,2527.2568333333334,9,200.893,1636,49,160,625,10535,720000,Jeffrey R. Holland
15,0.21,0.5,5459,8.8,0,3,1,4,0,8,1,1842.5386666666666,27,32.073,1587,36,888,604,6321,539000,Thomas B. Holman
1094,0.14,0.52,3284,8.3,1,4,2,6,0,13,1,1812.2786666666666,8,54.321,1016,41,578,87,9053,3570000,Howard W. Hunter
30,0.15,0.51,3352,8.5,3,0,4,0,0,7,0,2129.276,2,100.833,1107,26,421,119,9452,3570000,Howard W. Hunter
845,0.17,0.48,2796,5.7,1,2,7,7,0,17,0,1545.8986666666667,2,2.685,1003,20,229,280,10479,3570000,Howard W. Hunter
30,0.18,0.5,3207,7.9,0,1,9,3,0,13,1,1901.5893333333333,19,7.314,1077,40,398,133,9942,3570000,Howard W. Hunter
48,0.23,0.46,1733,8.2,0,1,0,0,0,1,0,662.5493333333334,2,9.0,694,9,120,59,16422,3570000,Howard W. Hunter
25,0.22,0.56,2902,8.2,0,2,0,1,0,3,2,1382.4213333333332,17,76.696,1055,19,83,144,11242,3570000,Howard W. Hunter
699,0.13,0.52,4374,8.0,2,3,0,0,1,6,0,2246.1518333333333,3,8.087,1272,125,488,573,18071,4040000,Hugh B. Brown
51,0.14,0.47,2875,6.5,0,4,1,0,0,5,0,1602.1606666666667,7,7.143,839,79,41,803,22694,4040000,Hugh B. Brown
32,0.12,0.54,5068,10.3,0,4,19,0,0,23,1,1782.3543333333334,3,6.759,1746,29,195,545,12513,14000,Hugh Nibley
9,0.15,0.48,4164,7.2,0,0,0,0,0,0,0,1777.6853333333333,8,85.412,1209,47,42,302,11837,31200,Hugh W. Pinnock
5,0.22,0.47,4771,5.2,0,11,0,0,0,11,2,1644.9066666666668,20,26.298,1474,68,346,530,7287,31200,Hugh W. Pinnock
95,0.2,0.52,4134,6.9,0,1,0,1,0,2,2,1613.504,11,26.45,1101,121,42,883,14056,31200,Hugh W. Pinnock
23,0.18,0.49,4994,8.5,1,1,1,3,0,6,1,1747.648,4,165.053,1732,66,42,547,13608,31200,Hugh W. Pinnock
28,0.17,0.52,4711,6.2,0,0,0,0,0,0,1,1411.776,4,121.0,1348,92,348,0,13351,31200,Hugh W. Pinnock
699,0.23,0.5,6024,5.6,1,23,6,6,0,36,2,2838.276,18,53.07,1744,85,1080,807,13260,421000,Ivan J. Barrett
1848,0.17,0.55,3922,8.9,5,2,2,9,2,20,0,2397.08,2,213.762,1159,48,279,341,9646,60700,J. Bonner Ritchie
1999,0.2,0.51,1058,7.8,0,0,0,0,0,0,0,343.2925,1,1.0,499,13,0,58,4114,26300,J. Craig McIlroy
11,0.19,0.41,865,9.0,0,0,0,0,0,0,0,346.89866666666666,0,0.429,424,8,162,16,3862,26300,J. Craig McIlroy
586,0.12,0.5,3616,8.1,0,3,4,0,0,7,0,1347.6053333333334,5,218.273,1052,29,437,148,5348,569000,J. Kelly Flanagan
1112,0.15,0.5,5626,8.1,0,5,5,2,0,12,0,1767.7826666666667,21,360.043,1593,113,1107,272,3227,12300,J. Matthew Shumway
17,0.09,0.44,5138,6.9,0,6,2,1,0,9,0,1698.3255,4,52.941,1449,84,205,479,2009,8590000,J. Michael Hunter
1168,0.15,0.55,3977,8.2,0,6,6,4,3,19,2,1253.056,2,184.471,1158,76,0,527,4753,5290,Michael J. Pinegar
147,0.16,0.5,3656,6.4,0,4,1,2,3,10,0,1321.3226666666667,13,72.727,1249,71,413,622,5229,2940000,J. Richard Clarke
22,0.22,0.54,6594,5.8,0,4,7,2,0,13,1,3182.888,6,182.278,1603,169,863,824,13134,2940000,J. Richard Clarke
49,0.13,0.55,4908,8.2,0,4,7,3,0,14,1,1788.608,6,236.455,1568,34,683,380,12292,2940000,J. Richard Clarke
5,0.12,0.47,3585,4.9,3,2,2,2,1,10,0,2147.0066666666667,5,40.612,1206,19,314,294,12670,3400,J. Thomas Fyans
6,0.22,0.56,6569,6.5,1,4,2,3,1,11,0,1998.1866666666667,6,62.151,1727,127,1530,471,7245,475,Jack H. Goaslind
6,0.21,0.54,4959,6.7,2,8,6,11,1,28,2,1812.5013333333334,29,44.735,1498,70,1061,1058,8183,475,Jack H. Goaslind
3111,0.25,0.53,5886,7.5,3,14,13,14,4,48,0,3037.6523333333334,14,148.265,1538,88,1280,647,12840,475,Jack H. Goaslind
19,0.2,0.49,3735,8.4,0,0,1,1,0,2,1,2121.6266666666666,5,18.0,1205,68,421,135,13090,378000,Jacob de Jager
68,0.12,0.44,4612,7.2,4,4,20,11,0,39,0,1492.672,1,179.56,1323,35,330,445,5992,3920000,James B. McDonald
1089,0.16,0.42,4797,7.0,1,2,1,3,0,7,1,1767.0561666666667,11,4.57,1240,151,1207,317,2457,60200,James C. Brau
53,0.17,0.46,3428,5.8,0,1,6,4,0,11,1,1978.2626666666667,9,40.091,1174,61,869,262,1712,1200000,James D. Gordon III
14,0.17,0.46,3428,5.8,0,1,6,4,0,11,1,1978.2626666666667,9,40.091,1174,61,869,262,1712,1200000,James D. Gordon III
26,0.06,0.48,4416,6.0,0,1,3,1,0,5,0,1511.104,7,53.333,1214,77,360,240,5894,27200,James D. Stice
9,0.11,0.49,6697,8.4,7,6,14,1,0,28,1,2143.442666666667,4,376.471,1631,222,88,385,7091,12900,James E. Faulconer
1314,0.16,0.5,3613,6.2,2,0,4,0,0,6,1,1628.864,7,21.551,1319,52,514,583,6960,753000,James E. Faust
72,0.16,0.52,4113,7.4,2,1,0,4,0,7,2,1609.408,16,98.0,1376,58,1068,282,14518,753000,James E. Faust
313,0.17,0.49,3737,6.5,0,0,0,0,0,0,0,1404.5866666666666,24,3.765,1224,51,219,558,5936,753000,James E. Faust
16,0.31,0.55,2677,6.7,6,5,3,3,0,17,1,1297.088,4,32.0,966,39,453,493,4648,753000,James E. Faust
8,0.22,0.51,2924,9.3,1,2,3,2,0,8,1,1920.8,22,16.667,978,48,138,266,8491,753000,James E. Faust
1591,0.21,0.49,2875,7.4,1,5,1,1,0,8,1,1046.5493333333334,11,17.286,1099,34,72,390,13398,753000,James E. Faust
715,0.2,0.5,3158,6.5,2,1,0,1,0,4,0,1364.3306666666667,12,15.721,1184,34,238,266,7308,753000,James E. Faust
852,0.24,0.5,2701,9.1,1,2,2,1,0,6,1,855.744,3,7.2,913,37,42,263,16170,753000,James E. Faust
3275,0.25,0.54,3580,7.2,1,1,0,1,0,3,0,1374.208,9,1.385,1113,42,195,280,11970,753000,James E. Faust
7790,0.24,0.51,3141,7.9,0,1,2,2,0,5,1,1153.728,11,34.571,906,25,236,509,13750,753000,James E. Faust
6878,0.18,0.46,3741,7.4,3,0,2,1,2,8,1,1485.504,16,7.714,1230,69,498,494,7989,753000,James E. Faust
24,0.29,0.46,3155,7.3,1,2,5,2,0,10,0,1580.3946666666666,5,39.114,1184,34,145,564,6643,753000,James E. Faust
18230,0.2,0.55,2961,6.8,8,4,3,0,0,15,1,1250.6666666666667,4,121.0,1109,54,175,357,12509,753000,James E. Faust
7,0.15,0.52,5855,5.4,0,62,0,2,0,64,1,1890.6666666666667,1,7.535,1296,93,3278,321,14133,753000,James E. Faust
5,0.13,0.52,3589,6.9,1,3,3,2,0,9,0,2059.364,10,177.778,1281,38,248,419,8407,753000,James E. Faust
304,0.14,0.46,3177,7.0,0,0,3,1,0,4,2,1287.1893333333333,21,120.125,1049,35,248,359,11377,753000,James E. Faust
1660,0.18,0.49,4009,6.7,5,10,14,11,0,40,1,1926.5066666666667,6,8.582,1263,46,455,732,8843,753000,James E. Faust
2706,0.18,0.51,3292,6.8,0,1,1,1,0,3,0,1289.0686666666666,0,15.868,990,169,74,23,1239,1850000,James L. Slaughter
226,0.17,0.51,4791,8.4,1,2,3,1,0,7,3,2731.6106666666665,9,54.0,1248,60,1079,125,12616,452000,James M. Paramore
1252,0.15,0.46,3851,7.6,3,1,7,2,0,13,0,1711.4013333333332,6,98.0,1163,78,527,207,2436,5250000,James P. Porter
3906,0.11,0.54,4714,7.5,4,9,3,4,0,20,0,1710.5443333333333,5,311.143,1352,54,210,510,1855,13500,James R. Rasband
1844,0.12,0.5,3773,8.1,0,0,2,2,0,4,1,1561.136,11,110.25,1136,132,29,224,1358,1980,Jane H. Lassetter
2008,0.18,0.5,4743,5.1,1,1,1,1,0,4,1,1782.2916666666667,15,77.564,1577,81,938,613,2303,467000,Janet B. Bradford
752,0.26,0.52,1353,7.1,0,0,0,0,0,0,0,523.2853333333334,1,20.0,518,42,72,37,10297,3020000,Janet G. Lee
11051,0.19,0.51,1635,7.9,0,0,0,2,0,2,0,832.3946666666667,2,267.769,672,17,62,285,9198,3020000,Janet G. Lee
9,0.18,0.51,1567,7.7,0,0,0,1,0,1,0,837.74,1,25.6,632,47,116,202,9443,3020000,Janet G. Lee
1021,0.12,0.53,1738,6.0,1,0,1,0,0,2,0,804.872,0,129.6,615,50,51,188,8715,3020000,Janet G. Lee
419,0.21,0.54,1720,7.2,0,0,0,0,1,1,0,714.8,4,1369.0,737,16,64,102,8337,3020000,Janet G. Lee
4557,0.15,0.5,1608,5.1,1,0,1,0,0,2,0,795.1346666666667,1,52.0,695,29,101,173,8834,3020000,Janet G. Lee
4577,0.13,0.52,6090,8.1,1,0,2,1,1,5,2,1804.992,10,292.348,1687,77,329,178,6930,258,Janet S. Scharman
577,0.22,0.54,5213,6.7,5,2,10,1,0,18,1,1910.464,9,57.373,1393,109,1049,440,8115,12700,Janette C. Hales Beckham
4042,0.21,0.54,4707,6.7,1,3,1,0,1,6,1,1635.328,2,34.322,1265,104,615,362,7679,12700,Janette C. Hales Beckham
2198,0.17,0.5,4940,6.7,1,1,1,2,0,5,1,2151.02,10,281.25,1455,75,410,590,8507,12700,Janette C. Hales Beckham
3298,0.2,0.49,4429,7.3,0,0,2,0,0,2,2,1695.0826666666667,5,19.841,1157,164,301,471,9016,12700,Janette C. Hales Beckham
702,0.21,0.54,4707,6.7,1,3,1,0,1,6,1,1635.328,2,34.322,1265,104,615,362,7679,12700,Janette C. Hales Beckham
591,0.2,0.47,4969,7.2,0,1,4,3,0,8,0,2302.2923333333333,19,1058.0,1297,43,166,515,1750,5750,Janie Penfield
2363,0.23,0.5,3646,7.5,0,1,16,3,1,21,1,1453.5026666666668,6,18.225,1091,92,631,320,3178,1740000,Jay E. Jensen
14,0.19,0.51,5240,8.7,0,5,7,7,0,19,2,2270.0376666666666,16,98.882,1397,63,593,467,2289,1740000,Jay E. Jensen
8731,0.18,0.49,5015,6.3,0,1,14,17,0,32,2,2131.201666666667,12,15.188,1310,89,1205,1011,2144,1740000,Jay E. Jensen
332,0.21,0.5,4699,7.1,0,2,3,2,0,7,0,1768.2146666666667,2,17.61,1382,82,75,494,2730,2840000,Jeffrey A. Thompson
488,0.12,0.46,5459,8.5,3,2,1,1,0,7,0,1717.5986666666668,4,1152.0,1675,92,102,225,2737,20900,Jeffery F. Ringer
3710,0.18,0.55,3801,8.2,2,1,13,5,2,23,0,1679.1866666666667,10,20.25,1189,45,497,248,595,48100,Jeffery N. Bunker
1160,0.21,0.5,4699,7.1,0,2,3,2,0,7,0,1768.2146666666667,2,17.61,1382,82,75,494,2730,2840000,Jeffrey A. Thompson
146,0.19,0.49,5210,6.2,6,13,10,4,5,38,1,1681.4293333333333,14,49.441,1467,55,581,707,5887,3980000,Jeffrey D. Keith
2769,0.22,0.52,5382,7.4,0,2,0,3,0,5,2,1361.2595,5,29.07,1678,95,859,454,12488,283000,Jeffrey R. and Patricia T. Holland
116,0.13,0.5,5790,8.2,1,2,0,0,0,3,1,2653.0318333333335,2,78.0,1679,108,384,469,12859,283000,Jeffrey R. and Patricia T. Holland
5178,0.14,0.51,6263,7.3,2,3,1,3,0,9,1,1908.7573333333332,12,23.276,1825,91,920,488,12726,283000,Jeffrey R. and Patricia T. Holland
100,0.1,0.52,6045,6.7,2,6,2,0,0,10,1,1983.8506666666667,6,23.52,1867,114,1244,384,13051,283000,Jeffrey R. and Patricia T. Holland
948,0.18,0.5,4423,7.2,0,0,0,1,0,1,1,1366.72,8,92.571,1399,87,357,517,12124,283000,Jeffrey R. and Patricia T. Holland
6382,0.11,0.48,5228,8.0,2,0,0,1,0,3,1,1782.1226666666666,4,167.338,1478,60,181,237,11998,283000,Jeffrey R. and Patricia T. Holland
581,0.15,0.46,4659,6.6,0,0,0,0,0,0,1,1600.192,8,17.51,1228,130,29,162,13594,283000,Jeffrey R. and Patricia T. Holland
1757,0.17,0.51,4670,7.0,1,0,0,1,0,2,1,1613.504,9,47.628,1429,61,155,726,11396,283000,Jeffrey R. and Patricia T. Holland
2411,0.14,0.49,5702,6.8,0,0,0,0,0,0,2,1681.7493333333334,9,93.045,1555,124,149,424,13223,283000,Jeffrey R. and Patricia T. Holland
2894,0.1,0.51,4702,8.2,0,6,3,1,0,10,0,2271.931666666667,4,64.463,1443,76,172,359,11270,720000,Jeffrey R. Holland
304,0.09,0.5,6672,7.4,3,3,1,3,0,10,1,2490.7071666666666,2,160.062,1620,128,849,753,15878,720000,Jeffrey R. Holland
6763,0.14,0.48,4000,7.0,2,3,2,4,7,18,0,2092.3733333333334,5,11.458,1182,35,310,506,6839,720000,Jeffrey R. Holland
2537,0.11,0.54,5215,7.9,0,2,1,1,0,4,1,2776.464,6,59.645,1392,99,1639,361,13237,720000,Jeffrey R. Holland
2962,0.15,0.53,5809,7.0,2,18,5,0,2,27,4,2519.402666666667,5,70.0,1583,105,355,395,7569,720000,Jeffrey R. Holland
1115,0.21,0.52,4424,9.4,0,2,0,4,0,6,1,2319.2785,4,42.025,1603,24,385,370,10668,720000,Jeffrey R. Holland
112,0.16,0.49,4799,7.4,0,0,0,3,0,3,2,2660.300333333333,1,52.02,1559,36,385,320,11025,720000,Jeffrey R. Holland
67,0.25,0.56,3864,8.1,2,3,5,0,0,10,1,1876.5306666666668,2,68.174,1236,62,65,372,6489,720000,Jeffrey R. Holland
86,0.09,0.52,5875,9.0,3,3,2,15,0,23,1,2807.174666666667,16,116.485,1581,50,194,266,3362,720000,Jeffrey R. Holland
326,0.18,0.51,3495,9.2,1,1,0,1,0,3,1,1728.5846666666666,2,50.704,1270,51,155,255,11760,720000,Jeffrey R. Holland
5460,0.1,0.51,4866,7.5,1,6,1,0,0,8,2,1693.2976666666666,8,36.571,1634,63,805,768,11627,720000,Jeffrey R. Holland
1532,0.13,0.44,4246,11.1,3,0,0,1,0,4,0,2177.28,5,136.125,1647,27,331,380,462,720000,Jeffrey R. Holland
504,0.12,0.45,3629,7.6,2,4,0,1,0,7,1,2042.1026666666667,4,51.372,1152,52,306,264,3234,720000,Jeffrey R. Holland
1547,0.11,0.51,7564,6.0,12,0,5,5,0,22,0,2613.6106666666665,13,46.694,1592,154,1168,1118,15031,720000,Jeffrey R. Holland
621,0.06,0.5,4211,7.6,0,2,4,0,0,6,1,1766.2706666666666,12,34.133,1420,67,768,250,12348,720000,Jeffrey R. Holland
756,0.1,0.48,7393,8.7,0,0,0,0,0,0,0,2326.528,0,0.923,2270,115,2467,506,14868,720000,Jeffrey R. Holland
641,0.18,0.51,5392,7.7,1,3,2,6,1,13,1,2073.962666666667,19,109.696,1432,84,312,464,4818,720000,Jeffrey R. Holland
1616,0.08,0.51,6257,6.7,5,1,2,5,2,15,1,2043.9253333333334,5,1.766,1841,95,241,746,13762,720000,Jeffrey R. Holland
7,0.13,0.54,5316,6.5,3,6,7,4,0,20,2,2527.2568333333334,9,200.893,1636,49,160,625,10535,720000,Jeffrey R. Holland
2522,0.21,0.53,4524,6.1,1,0,0,0,0,1,1,2018.3426666666667,4,64.015,1408,102,371,607,3052,1150000,Jeffry H. Larson
8444,0.14,0.52,4616,7.1,0,1,2,1,0,4,1,1586.8733333333332,1,119.048,1559,79,138,298,994,62800,Jennifer B. Nielson
19529,0.14,0.45,4845,8.5,1,0,12,0,0,13,0,1730.8756666666666,8,205.444,1469,78,469,270,868,534,Jennifer Paustenbaugh
37184,0.22,0.54,5840,6.7,0,1,0,0,1,2,0,2090.3306666666667,10,202.683,1464,122,254,302,616,56300,Jennifer Rockwood
5,0.19,0.5,4590,5.9,2,4,6,0,1,13,0,1738.8166666666666,6,432.0,1235,84,415,152,1232,112000,Jerald B. Johnson
5,0.15,0.51,1234,8.7,0,2,0,0,0,2,0,449.7866666666667,3,280.333,574,28,48,93,3022,31700,Jesse Aaron Egbert
1648,0.18,0.51,883,8.9,0,0,0,0,0,0,0,308.19866666666667,0,208.333,416,33,0,25,3386,20,Jessie Leatham Wirkus
1716,0.15,0.5,2964,7.7,1,2,1,0,0,4,1,1128.7893333333334,5,94.118,1016,29,522,214,4151,1400,Jo Ann C. Abegglen
987,0.18,0.5,4333,7.8,1,1,0,2,0,4,0,1424.064,3,195.571,1281,121,176,443,5264,4900000,Joan W. Young
409,0.21,0.54,3289,9.1,0,1,4,0,0,5,2,1314.496,2,1204.167,1065,82,182,182,4858,19,Joaquina Hoskisson
419,0.22,0.53,4866,7.8,1,1,1,4,0,7,1,1891.7066666666667,15,67.271,1463,95,612,408,357,20300,Jodi Maxfield
830,0.22,0.53,4866,7.8,1,1,1,4,0,7,1,1891.7066666666667,15,67.271,1463,95,612,408,357,20300,Jodi Maxfield
765,0.18,0.5,5688,7.6,0,0,0,1,1,2,1,2341.2266666666665,46,112.133,1607,111,822,819,6972,626000,Joe J. Christensen
343,0.19,0.47,6635,6.7,1,4,5,3,0,13,2,2863.856,12,80.58,1843,74,563,574,8717,626000,Joe J. Christensen
263,0.19,0.5,3793,7.5,1,4,18,10,0,33,1,1403.2213333333334,4,168.0,1243,42,397,458,5376,30900000,John C. Lewis
252,0.17,0.53,3452,6.5,0,0,0,3,3,6,1,1309.376,1,25.0,1046,21,322,83,5789,4700000,John D. Lamb
1299,0.2,0.52,8199,5.3,0,10,8,6,0,24,0,2527.2533333333336,7,156.543,1545,151,1560,962,12224,25000,John H. Groberg
5,0.16,0.5,5796,5.6,0,1,1,0,0,2,1,2376.929833333333,1,96.034,1451,150,94,1083,12943,25000,John H. Groberg
153,0.15,0.5,7369,6.9,0,0,1,0,0,1,0,2326.1866666666665,0,245.0,1376,233,230,525,14084,25000,John H. Groberg
1557,0.21,0.52,3414,5.2,0,0,0,1,0,1,3,1960.9813333333334,5,64.381,1065,107,30,71,5831,25000,John H. Groberg
477,0.18,0.55,3511,6.7,0,7,1,5,0,13,0,1291.2853333333333,3,153.0,1151,37,190,460,5040,95600,John K. Carmack
2911,0.18,0.52,4548,7.2,3,5,0,2,1,11,2,1726.8266666666666,37,50.0,1379,50,577,824,11888,95600,John K. Carmack
2075,0.19,0.48,4811,5.2,17,25,15,3,2,62,0,1727.9993333333334,16,93.091,1478,68,749,405,2023,3420000,John P. Hoffman
715,0.19,0.48,4811,5.2,17,25,15,3,2,62,0,1727.9993333333334,16,93.091,1478,68,749,405,2023,3420000,John P. Hoffman
3203,0.23,0.51,3735,7.7,1,7,4,3,0,15,1,1720.9143333333334,3,276.125,1134,48,253,364,6706,7120000,John S. Robertson
1503,0.14,0.52,4639,6.7,10,15,3,4,2,34,2,2043.9055,3,104.04,1593,77,127,556,9275,2790000,John S. Tanner
816,0.22,0.55,3334,6.8,3,10,1,3,1,18,0,1672.896,3,104.143,1125,76,604,553,3815,660000,John Telford
227,0.16,0.48,6614,8.2,1,5,1,5,2,14,0,2505.7703333333334,8,168.2,2193,79,214,792,2380,2170000,John W. Welch
41,0.24,0.54,4662,6.5,2,8,17,3,0,30,0,1438.0586666666666,6,101.4,1442,52,38,553,5166,2170000,John W. Welch
880,0.19,0.49,4117,6.5,1,1,1,2,0,5,0,1822.8626666666667,9,75.031,1423,95,181,274,2933,49600,Jon M. Huntsman Sr.
4369,0.17,0.51,9480,6.1,4,9,11,6,1,31,3,2001.9626666666666,18,70.258,2477,212,1436,1503,1400,278000,Jonathan G. Sandberg
7495,0.18,0.51,6422,7.9,1,9,17,7,0,34,1,2819.432,36,35.236,1848,75,696,768,8479,22400,Joseph B. Wirthlin
444,0.21,0.54,3200,7.0,0,9,2,0,0,11,0,1243.84,7,52.562,1241,23,294,522,14042,22400,Joseph B. Wirthlin
2065,0.23,0.54,5041,5.5,3,8,4,4,1,20,0,1453.7386666666666,6,378.225,1402,68,1081,402,5418,22400,Joseph B. Wirthlin
2441,0.22,0.49,5121,6.4,4,3,1,0,0,8,2,2630.3146666666667,19,14.735,1476,136,504,391,6589,22400,Joseph B. Wirthlin
1200,0.11,0.5,4533,7.2,0,0,4,3,0,7,0,1664.704,12,63.021,1515,41,923,411,11349,22400,Joseph B. Wirthlin
476,0.15,0.53,4566,6.3,1,0,5,3,0,9,2,1850.7306666666666,12,42.921,1403,56,286,332,6230,22400,Joseph B. Wirthlin
2165,0.14,0.51,5453,7.7,8,3,4,6,1,22,1,2415.368,11,101.769,1723,38,995,794,9242,22400,Joseph B. Wirthlin
12,0.21,0.52,5778,6.0,0,13,7,3,1,24,1,1804.3093333333334,4,90.741,1571,40,913,1039,5042,22400,Joseph B. Wirthlin
1801,0.21,0.54,4252,8.8,1,16,9,2,0,28,0,1362.624,0,178.087,1226,38,89,191,4186,535000,Joseph D. Parry
3484,0.16,0.5,3663,7.1,0,3,4,7,1,15,0,1561.2586666666666,7,75.674,1037,46,364,308,3997,8470,Joseph Fielding McConkie
303,0.18,0.43,4936,10.7,1,0,0,0,0,1,0,2464.7176666666664,12,38.118,1254,111,17,337,2219,387000,Joseph Lieberman
971,0.13,0.51,5422,7.8,0,4,4,1,0,9,2,1885.888,3,238.095,1532,142,93,336,7105,6120,Julene Butler
628,0.25,0.53,6458,7.7,0,0,2,3,2,7,1,2650.5095,7,0.824,1439,71,457,451,3551,958000,Julie B. Beck
398,0.18,0.52,5910,7.4,0,3,2,9,1,15,2,1889.6445,25,238.05,1530,22,717,1247,2135,958000,Julie B. Beck
